"x","y","EBOV","BDBV","BOMV","TAFV","RESTV","SUDV","MARV","LLOV","MLAV","RAVN","DEHV"
12.5,30.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
13.5,30.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
14.5,30.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
15.5,30.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
16.5,30.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
17.5,30.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
18.5,30.50107,1,NA,NA,2,1,2,NA,2,NA,NA,NA
20.5,30.50107,2,NA,NA,3,2,3,1,3,NA,1,NA
21.5,30.50107,2,NA,NA,3,2,3,1,3,NA,1,NA
22.5,30.50107,2,NA,NA,3,2,3,1,3,NA,1,NA
23.5,30.50107,3,NA,NA,5,3,5,1,5,NA,2,NA
24.5,30.50107,4,1,NA,7,4,7,2,7,NA,3,1
25.5,30.50107,1,NA,NA,3,1,3,NA,3,NA,1,NA
26.5,30.50107,2,1,NA,2,2,2,1,2,NA,1,NA
27.5,30.50107,4,3,NA,4,4,4,3,4,1,3,2
28.5,30.50107,4,3,NA,5,4,5,3,5,1,3,2
29.5,30.50107,5,3,NA,9,5,9,4,9,2,5,3
30.5,30.50107,9,6,NA,13,9,13,8,13,2,8,6
31.5,30.50107,11,6,NA,14,11,14,8,14,2,8,6
32.5,30.50107,8,3,NA,11,8,11,5,11,1,6,3
33.5,30.50107,6,3,NA,10,6,11,5,10,2,6,3
34.5,30.50107,10,4,NA,15,11,16,7,15,2,8,4
35.5,30.50107,8,4,NA,13,9,14,6,13,1,7,3
36.5,30.50107,3,2,NA,6,3,7,2,6,NA,2,2
37.5,30.50107,2,1,NA,3,2,3,1,3,NA,1,1
38.5,30.50107,2,1,NA,3,2,3,1,3,NA,1,1
39.5,30.50107,1,NA,NA,2,1,2,NA,2,NA,NA,NA
40.5,30.50107,1,NA,NA,2,1,2,NA,2,NA,NA,NA
41.5,30.50107,1,NA,NA,2,1,2,NA,2,NA,NA,NA
42.5,30.50107,2,1,NA,3,2,3,1,3,NA,1,1
43.5,30.50107,2,1,NA,3,2,3,1,3,NA,1,1
44.5,30.50107,3,1,NA,4,3,4,2,4,NA,2,1
45.5,30.50107,3,1,NA,4,3,4,2,4,NA,2,1
46.5,30.50107,5,1,NA,6,4,6,2,6,NA,2,1
47.5,30.50107,5,1,NA,6,4,6,2,6,NA,2,1
48.5,30.50107,5,NA,NA,8,4,9,2,8,NA,2,NA
49.5,30.50107,5,NA,NA,10,4,11,3,10,1,2,NA
50.5,30.50107,8,1,NA,14,7,15,5,13,1,4,1
51.5,30.50107,10,2,NA,15,10,16,6,14,2,5,2
52.5,30.50107,9,3,NA,14,10,15,5,14,2,5,2
53.5,30.50107,7,3,NA,11,8,12,5,11,2,5,2
54.5,30.50107,5,1,NA,8,5,8,4,8,2,3,1
55.5,30.50107,4,1,NA,5,4,5,2,5,1,2,1
56.5,30.50107,3,1,NA,4,3,4,1,4,1,1,1
57.5,30.50107,3,1,NA,4,3,4,1,4,1,1,1
58.5,30.50107,4,1,NA,5,3,5,1,5,1,1,1
59.5,30.50107,4,1,NA,6,3,7,1,6,1,1,1
60.5,30.50107,6,2,NA,9,4,10,3,8,1,3,2
61.5,30.50107,4,1,NA,7,3,7,1,7,NA,1,1
62.5,30.50107,2,1,NA,5,2,5,1,5,NA,1,1
63.5,30.50107,2,1,NA,6,2,6,2,6,1,1,1
64.5,30.50107,3,1,NA,7,3,7,2,7,1,1,1
65.5,30.50107,3,1,NA,7,3,7,2,7,1,1,1
66.5,30.50107,3,1,NA,6,3,6,2,6,1,1,1
67.5,30.50107,2,1,NA,4,2,4,1,4,NA,1,1
68.5,30.50107,3,2,NA,5,3,5,2,5,1,2,2
69.5,30.50107,4,4,NA,8,4,8,3,6,2,3,3
70.5,30.50107,5,6,NA,10,5,10,5,7,3,4,5
71.5,30.50107,4,6,NA,10,4,10,5,6,4,5,5
72.5,30.50107,3,5,NA,10,3,10,4,5,3,4,4
73.5,30.50107,2,4,NA,9,3,9,3,5,3,3,3
74.5,30.50107,3,5,NA,9,4,9,4,5,4,4,4
75.5,30.50107,4,6,NA,11,5,11,5,7,5,5,5
76.5,30.50107,7,8,NA,18,6,18,8,12,7,8,7
77.5,30.50107,7,8,NA,23,6,23,8,16,8,8,7
78.5,30.50107,8,8,NA,25,6,26,8,14,7,8,6
79.5,30.50107,9,9,NA,22,8,23,8,16,8,8,6
80.5,30.50107,9,8,NA,16,9,17,8,15,7,8,6
81.5,30.50107,4,3,NA,6,3,6,3,5,3,3,3
82.5,30.50107,1,1,NA,1,1,1,1,1,1,1,1
92.5,30.50107,1,1,NA,2,1,2,1,2,2,1,1
93.5,30.50107,1,1,NA,1,1,1,1,1,1,1,1
94.5,30.50107,2,1,NA,2,1,2,1,1,1,1,1
95.5,30.50107,2,2,NA,2,2,2,2,2,2,2,2
96.5,30.50107,1,1,NA,2,1,2,1,2,1,1,1
97.5,30.50107,1,1,NA,3,1,3,2,3,1,2,1
98.5,30.50107,2,2,NA,5,3,5,3,5,2,3,1
99.5,30.50107,2,2,NA,6,3,6,3,5,2,3,1
100.5,30.50107,2,2,NA,7,2,7,3,5,1,3,1
101.5,30.50107,2,2,NA,8,2,8,3,5,1,3,1
102.5,30.50107,5,4,NA,13,5,13,6,9,2,7,2
103.5,30.50107,5,4,NA,15,5,15,6,10,3,7,2
104.5,30.50107,5,3,NA,16,3,16,4,11,3,5,1
105.5,30.50107,6,4,NA,16,4,16,5,11,3,6,2
106.5,30.50107,6,4,NA,16,4,16,5,10,3,6,2
107.5,30.50107,7,5,NA,17,5,17,6,11,4,7,3
108.5,30.50107,8,4,NA,22,8,22,7,15,5,8,2
109.5,30.50107,7,3,NA,19,6,19,6,13,3,7,1
110.5,30.50107,7,3,NA,15,6,15,6,11,3,7,1
111.5,30.50107,5,1,NA,13,4,13,4,9,2,5,NA
112.5,30.50107,5,1,NA,12,4,12,4,9,2,5,NA
113.5,30.50107,3,1,NA,9,3,9,4,8,1,5,NA
114.5,30.50107,3,1,NA,9,3,9,4,8,1,5,NA
115.5,30.50107,5,2,NA,11,5,11,6,10,3,7,2
116.5,30.50107,10,6,NA,16,9,16,10,15,6,11,5
117.5,30.50107,9,6,NA,17,8,17,9,14,5,10,4
118.5,30.50107,11,6,NA,20,9,20,9,15,5,10,4
119.5,30.50107,10,5,NA,21,8,21,8,14,4,9,3
120.5,30.50107,6,4,NA,15,6,15,7,9,2,8,2
-114.5,29.50107,9,5,NA,13,7,13,4,11,3,5,4
-113.5,29.50107,4,3,NA,7,3,7,3,4,3,3,3
-111.5,29.50107,13,8,3,19,12,19,9,15,7,9,8
-110.5,29.50107,16,9,3,23,13,23,11,18,7,11,8
-109.5,29.50107,16,8,3,27,11,27,9,18,6,10,6
-108.5,29.50107,15,7,2,26,10,26,8,17,5,9,6
-107.5,29.50107,15,7,2,23,10,23,8,17,5,9,6
-106.5,29.50107,15,7,2,22,10,22,8,16,5,9,6
-105.5,29.50107,15,7,2,21,10,21,8,16,4,9,6
-104.5,29.50107,15,7,2,21,10,21,8,16,4,9,6
-103.5,29.50107,15,7,2,20,10,20,8,16,4,9,6
-102.5,29.50107,14,7,2,20,10,20,8,15,4,9,5
-101.5,29.50107,14,8,2,18,9,18,7,14,4,7,5
-100.5,29.50107,11,6,2,13,6,13,5,12,3,5,3
-99.5,29.50107,11,6,2,13,6,13,5,12,3,5,3
-98.5,29.50107,11,6,2,12,6,12,5,12,3,5,3
-97.5,29.50107,9,4,1,9,4,9,5,9,2,5,2
-96.5,29.50107,7,3,NA,8,2,8,3,8,1,3,1
-95.5,29.50107,7,3,NA,8,2,8,3,8,1,3,1
-90.5,29.50107,7,3,NA,9,2,9,3,8,1,3,1
-82.5,29.50107,8,3,NA,10,2,10,3,8,1,3,1
-81.5,29.50107,8,3,NA,10,2,10,3,8,1,3,1
-9.5,29.50107,5,1,NA,8,4,9,3,6,2,3,2
-8.5,29.50107,5,2,NA,9,4,10,3,7,1,3,2
-7.5,29.50107,4,2,NA,6,3,6,3,5,NA,3,2
-6.5,29.50107,4,1,NA,6,3,6,2,5,NA,3,1
-5.5,29.50107,3,NA,NA,3,3,3,NA,3,NA,NA,NA
-4.5,29.50107,3,NA,NA,3,3,3,NA,3,NA,NA,NA
-3.5,29.50107,2,NA,NA,2,2,2,NA,2,NA,NA,NA
-2.5,29.50107,2,1,NA,2,2,2,1,2,NA,NA,1
-1.5,29.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
-0.5,29.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
0.5,29.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
1.5,29.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
2.5,29.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
3.5,29.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
4.5,29.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
5.5,29.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
6.5,29.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
7.5,29.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
8.5,29.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
9.5,29.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
10.5,29.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
11.5,29.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
12.5,29.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
13.5,29.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
14.5,29.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
15.5,29.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
16.5,29.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
17.5,29.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
18.5,29.50107,1,NA,NA,2,1,2,NA,2,NA,NA,NA
19.5,29.50107,1,NA,NA,2,1,2,NA,2,NA,NA,NA
20.5,29.50107,1,NA,NA,2,1,2,NA,2,NA,NA,NA
21.5,29.50107,1,NA,NA,2,1,2,NA,2,NA,NA,NA
22.5,29.50107,1,NA,NA,2,1,2,NA,2,NA,NA,NA
23.5,29.50107,2,NA,NA,2,2,2,NA,2,NA,NA,NA
24.5,29.50107,2,NA,NA,5,2,5,NA,5,NA,1,NA
25.5,29.50107,1,NA,NA,5,1,5,NA,4,NA,1,NA
26.5,29.50107,1,NA,NA,2,1,2,NA,2,NA,NA,NA
27.5,29.50107,2,NA,NA,2,2,2,NA,2,NA,NA,NA
28.5,29.50107,3,1,NA,4,3,4,1,4,NA,1,1
29.5,29.50107,5,3,NA,7,5,7,4,7,2,4,3
30.5,29.50107,8,5,NA,12,8,12,6,12,2,6,5
31.5,29.50107,8,4,NA,12,8,12,5,11,1,6,4
33.5,29.50107,6,3,NA,11,6,12,5,10,2,6,3
34.5,29.50107,7,4,NA,14,8,15,6,12,2,7,4
35.5,29.50107,5,3,NA,10,6,11,4,10,NA,5,2
36.5,29.50107,4,2,NA,8,4,9,3,8,NA,4,1
37.5,29.50107,2,1,NA,4,2,4,1,4,NA,2,1
38.5,29.50107,2,1,NA,3,2,3,1,3,NA,1,1
39.5,29.50107,1,NA,NA,2,1,2,NA,2,NA,NA,NA
40.5,29.50107,1,NA,NA,2,1,2,NA,2,NA,NA,NA
41.5,29.50107,1,NA,NA,2,1,2,NA,2,NA,NA,NA
42.5,29.50107,1,NA,NA,2,1,2,NA,2,NA,NA,NA
43.5,29.50107,1,NA,NA,2,1,2,NA,2,NA,NA,NA
44.5,29.50107,1,NA,NA,2,1,2,NA,2,NA,NA,NA
45.5,29.50107,2,1,NA,3,2,3,1,3,NA,1,1
46.5,29.50107,3,1,NA,4,3,4,2,4,NA,2,1
47.5,29.50107,4,1,NA,5,3,5,2,5,NA,2,1
51.5,29.50107,9,2,NA,15,9,16,4,15,1,3,1
52.5,29.50107,10,3,NA,16,11,17,5,16,2,4,2
53.5,29.50107,11,3,NA,16,12,17,6,16,2,5,2
54.5,29.50107,9,3,NA,12,9,13,6,12,2,5,2
55.5,29.50107,7,2,NA,10,7,10,6,10,2,5,2
56.5,29.50107,6,1,NA,7,6,7,3,7,1,3,1
57.5,29.50107,5,NA,NA,6,5,6,2,6,NA,2,NA
58.5,29.50107,5,NA,NA,7,4,8,2,7,NA,2,NA
59.5,29.50107,6,NA,NA,9,4,10,3,8,NA,3,NA
60.5,29.50107,6,1,NA,10,5,11,3,9,NA,3,1
61.5,29.50107,4,2,NA,8,5,8,2,8,NA,2,2
62.5,29.50107,3,1,NA,6,3,6,1,6,NA,1,1
63.5,29.50107,2,1,NA,5,2,5,1,5,NA,1,1
64.5,29.50107,2,1,NA,6,2,6,2,6,1,1,1
65.5,29.50107,2,1,NA,6,2,6,2,6,1,1,1
66.5,29.50107,2,1,NA,5,2,5,1,5,NA,1,1
67.5,29.50107,1,1,NA,5,1,5,1,4,NA,1,1
68.5,29.50107,4,4,NA,8,4,8,3,6,1,2,3
69.5,29.50107,4,4,NA,8,4,8,3,6,1,2,3
70.5,29.50107,5,5,NA,10,5,10,4,8,2,3,4
71.5,29.50107,4,4,NA,9,4,9,3,7,1,2,3
72.5,29.50107,3,4,NA,8,3,8,3,5,2,3,3
73.5,29.50107,4,6,NA,10,4,10,4,6,3,4,4
74.5,29.50107,4,6,NA,9,4,9,5,5,4,5,5
75.5,29.50107,3,5,NA,9,3,9,4,5,4,4,4
76.5,29.50107,3,5,NA,10,3,10,4,5,4,4,4
77.5,29.50107,7,8,NA,15,6,15,6,10,6,6,6
78.5,29.50107,8,8,NA,22,6,23,7,12,6,7,6
79.5,29.50107,9,9,NA,27,7,28,8,15,7,8,6
80.5,29.50107,8,9,NA,26,8,27,9,16,9,9,7
81.5,29.50107,8,9,NA,18,7,19,9,14,8,9,7
82.5,29.50107,6,6,NA,13,5,14,6,10,4,6,4
83.5,29.50107,5,4,NA,6,4,7,4,5,3,4,3
84.5,29.50107,1,1,NA,1,1,2,1,1,1,1,1
91.5,29.50107,1,1,NA,1,1,1,1,1,1,1,1
92.5,29.50107,2,2,NA,3,2,3,2,3,3,2,2
93.5,29.50107,5,5,NA,5,5,5,5,5,5,5,5
94.5,29.50107,6,5,NA,7,5,7,5,5,5,5,5
95.5,29.50107,5,4,NA,9,5,9,4,6,5,4,4
96.5,29.50107,3,3,NA,5,4,5,3,5,4,3,3
97.5,29.50107,3,3,NA,6,4,6,4,5,3,4,2
98.5,29.50107,2,2,NA,5,3,5,3,4,2,3,1
99.5,29.50107,2,2,NA,6,3,6,3,4,2,3,1
100.5,29.50107,2,2,NA,7,2,7,3,5,1,3,1
101.5,29.50107,3,3,NA,10,5,10,5,8,1,6,1
102.5,29.50107,5,4,NA,15,5,15,6,11,3,7,2
103.5,29.50107,4,3,NA,17,4,17,5,11,3,6,1
104.5,29.50107,6,5,NA,19,4,19,6,12,5,7,3
105.5,29.50107,6,4,NA,18,4,18,5,11,3,6,2
106.5,29.50107,5,3,NA,17,3,17,4,10,2,5,1
107.5,29.50107,8,5,NA,21,6,21,7,13,4,8,3
108.5,29.50107,8,4,NA,22,7,22,6,14,5,7,2
109.5,29.50107,7,3,NA,19,6,19,5,12,4,6,1
110.5,29.50107,8,4,NA,18,6,18,7,12,4,8,2
111.5,29.50107,6,2,NA,16,5,16,5,10,2,6,NA
112.5,29.50107,6,2,NA,15,5,15,5,10,2,6,NA
113.5,29.50107,6,2,NA,14,5,14,5,11,2,6,NA
114.5,29.50107,8,3,NA,15,7,15,7,13,4,8,2
115.5,29.50107,9,5,NA,16,8,16,8,14,5,9,3
116.5,29.50107,9,5,NA,18,8,18,8,14,5,9,3
117.5,29.50107,10,6,NA,20,9,20,9,15,6,10,4
118.5,29.50107,10,6,NA,20,8,20,9,15,5,10,4
119.5,29.50107,9,6,NA,21,7,21,9,13,4,10,4
120.5,29.50107,7,4,NA,17,6,17,7,10,2,8,2
-113.5,28.50107,8,4,NA,12,6,12,3,10,2,4,3
-111.5,28.50107,12,8,3,19,11,19,8,14,7,8,8
-110.5,28.50107,13,7,3,21,12,21,9,15,6,9,7
-109.5,28.50107,15,8,3,25,11,25,9,17,6,10,6
-108.5,28.50107,16,8,3,28,11,28,9,18,6,10,7
-107.5,28.50107,15,7,2,23,10,23,8,17,5,9,6
-106.5,28.50107,15,7,2,22,10,22,8,16,5,9,6
-105.5,28.50107,15,7,2,22,10,22,8,16,5,9,6
-104.5,28.50107,15,7,2,21,10,21,8,16,4,9,6
-103.5,28.50107,15,7,2,20,10,20,8,16,4,9,6
-102.5,28.50107,14,7,2,21,9,21,7,15,5,8,5
-101.5,28.50107,16,10,3,22,11,22,9,17,7,9,7
-100.5,28.50107,12,7,2,15,7,15,6,12,3,6,4
-99.5,28.50107,12,6,2,13,7,13,6,12,3,6,3
-98.5,28.50107,12,6,2,13,6,13,6,12,3,6,3
-97.5,28.50107,9,5,2,10,4,10,5,9,3,5,3
-96.5,28.50107,8,4,1,8,3,8,4,8,2,4,2
-82.5,28.50107,8,3,NA,10,2,10,3,8,1,3,1
-81.5,28.50107,8,3,NA,10,3,10,3,8,2,3,2
-10.5,28.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
-9.5,28.50107,2,NA,NA,3,1,3,1,2,NA,1,NA
-8.5,28.50107,2,NA,NA,3,1,3,1,2,NA,1,NA
-7.5,28.50107,2,NA,NA,2,1,2,1,1,NA,1,NA
-6.5,28.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
-5.5,28.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
-4.5,28.50107,2,NA,NA,2,2,2,NA,2,NA,NA,NA
-3.5,28.50107,2,NA,NA,2,2,2,NA,2,NA,NA,NA
-2.5,28.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
-1.5,28.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
-0.5,28.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
0.5,28.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
1.5,28.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
2.5,28.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
3.5,28.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
4.5,28.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
5.5,28.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
6.5,28.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
7.5,28.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
8.5,28.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
9.5,28.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
10.5,28.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
11.5,28.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
12.5,28.50107,1,NA,NA,2,1,2,NA,2,NA,NA,NA
13.5,28.50107,1,NA,NA,2,1,2,NA,2,NA,NA,NA
14.5,28.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
15.5,28.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
16.5,28.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
17.5,28.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
18.5,28.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
19.5,28.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
20.5,28.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
21.5,28.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
22.5,28.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
23.5,28.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
24.5,28.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
25.5,28.50107,1,NA,NA,2,1,2,NA,2,NA,NA,NA
26.5,28.50107,1,NA,NA,2,1,2,NA,2,NA,NA,NA
27.5,28.50107,2,NA,NA,2,2,2,NA,2,NA,NA,NA
28.5,28.50107,3,1,NA,4,3,4,1,4,NA,1,1
29.5,28.50107,6,3,NA,7,6,7,4,7,2,4,3
30.5,28.50107,7,4,NA,11,7,11,5,10,2,6,4
31.5,28.50107,5,3,NA,9,5,9,4,8,2,5,3
32.5,28.50107,2,1,NA,5,2,5,1,5,NA,2,1
33.5,28.50107,7,4,NA,14,8,15,6,12,2,7,4
34.5,28.50107,7,4,NA,14,8,15,6,12,2,7,4
35.5,28.50107,5,3,NA,9,6,10,4,9,NA,5,2
36.5,28.50107,3,1,NA,6,3,7,2,6,NA,3,1
37.5,28.50107,1,NA,NA,4,1,5,NA,4,NA,1,NA
38.5,28.50107,1,NA,NA,3,1,3,NA,3,NA,1,NA
39.5,28.50107,1,NA,NA,3,1,3,NA,3,NA,1,NA
40.5,28.50107,1,NA,NA,3,1,3,NA,3,NA,1,NA
41.5,28.50107,1,NA,NA,3,1,3,NA,3,NA,1,NA
42.5,28.50107,1,NA,NA,3,1,3,NA,3,NA,1,NA
43.5,28.50107,1,NA,NA,3,1,3,NA,3,NA,1,NA
44.5,28.50107,1,NA,NA,3,1,3,NA,3,NA,1,NA
45.5,28.50107,1,NA,NA,3,1,3,NA,3,NA,1,NA
46.5,28.50107,2,1,NA,3,2,3,1,3,NA,1,1
47.5,28.50107,3,1,NA,4,2,4,1,4,NA,1,1
51.5,28.50107,6,2,NA,11,5,12,4,11,1,3,1
52.5,28.50107,7,2,NA,12,6,13,4,12,1,3,1
53.5,28.50107,6,2,NA,11,6,12,4,11,1,3,1
54.5,28.50107,9,3,NA,15,9,16,7,15,1,5,2
55.5,28.50107,6,1,NA,12,6,12,5,12,1,4,1
56.5,28.50107,6,1,NA,11,6,11,5,11,1,4,1
57.5,28.50107,7,1,NA,10,7,10,5,10,1,4,1
58.5,28.50107,7,1,NA,9,6,9,3,9,NA,3,1
59.5,28.50107,7,1,NA,9,5,10,4,8,NA,4,1
60.5,28.50107,5,1,NA,9,4,10,3,8,NA,3,1
61.5,28.50107,4,2,NA,8,4,8,2,8,NA,2,2
62.5,28.50107,3,1,NA,6,3,6,1,6,NA,1,1
63.5,28.50107,3,1,NA,6,3,6,1,6,NA,1,1
64.5,28.50107,2,1,NA,5,1,5,1,5,NA,1,1
65.5,28.50107,2,1,NA,5,1,5,1,5,NA,1,1
66.5,28.50107,2,1,NA,5,1,5,1,5,NA,1,1
67.5,28.50107,4,3,NA,10,3,10,3,8,1,2,3
68.5,28.50107,5,4,NA,12,4,12,3,10,2,2,3
69.5,28.50107,4,4,NA,10,4,10,3,8,1,2,3
70.5,28.50107,3,3,NA,8,3,8,2,6,NA,1,2
71.5,28.50107,3,3,NA,8,3,8,2,6,NA,1,2
72.5,28.50107,3,3,NA,9,3,9,3,7,NA,2,2
73.5,28.50107,4,4,NA,9,4,9,3,7,2,3,3
74.5,28.50107,4,5,NA,11,4,11,4,7,3,4,4
75.5,28.50107,3,5,NA,12,3,12,4,6,4,4,4
76.5,28.50107,4,6,NA,13,4,13,4,7,4,4,4
77.5,28.50107,5,6,NA,13,4,13,4,8,5,4,4
78.5,28.50107,7,7,NA,14,5,14,5,9,6,5,5
79.5,28.50107,6,6,NA,14,4,14,5,7,6,5,5
80.5,28.50107,6,7,NA,19,5,20,7,11,7,7,6
81.5,28.50107,6,7,NA,21,5,22,7,12,7,7,6
82.5,28.50107,7,8,NA,21,6,22,8,13,7,8,6
83.5,28.50107,7,8,NA,19,6,20,8,13,8,8,6
84.5,28.50107,6,6,NA,13,5,14,6,10,5,6,4
85.5,28.50107,5,4,NA,9,4,10,4,7,3,4,3
86.5,28.50107,6,5,NA,8,5,9,5,6,4,5,5
87.5,28.50107,3,3,NA,3,3,3,3,3,2,3,3
88.5,28.50107,1,1,NA,2,1,2,1,1,1,1,1
89.5,28.50107,4,3,NA,4,3,4,3,3,3,3,3
90.5,28.50107,4,3,NA,4,3,4,3,3,3,3,3
91.5,28.50107,2,2,NA,2,2,2,2,2,2,2,2
92.5,28.50107,3,3,NA,4,3,4,3,3,3,3,3
93.5,28.50107,5,4,NA,7,5,7,4,5,5,4,4
94.5,28.50107,4,3,NA,6,4,6,3,4,4,3,3
95.5,28.50107,5,3,NA,8,4,9,3,5,5,3,3
96.5,28.50107,5,3,NA,9,4,9,3,5,5,3,3
97.5,28.50107,6,4,NA,13,5,13,5,8,4,5,3
98.5,28.50107,4,3,NA,8,5,8,4,6,3,4,2
99.5,28.50107,2,2,NA,6,2,6,3,4,2,3,1
100.5,28.50107,3,3,NA,9,4,9,4,7,2,5,1
101.5,28.50107,3,3,NA,11,4,11,4,7,2,5,1
102.5,28.50107,3,3,NA,14,4,14,4,8,3,5,1
103.5,28.50107,6,3,NA,18,5,18,6,12,3,7,1
104.5,28.50107,6,3,NA,17,4,17,5,10,2,6,1
105.5,28.50107,8,3,NA,19,6,19,6,12,4,7,2
106.5,28.50107,9,4,NA,20,7,20,6,13,5,7,2
107.5,28.50107,10,6,NA,25,9,25,7,16,6,9,3
108.5,28.50107,8,3,NA,21,6,21,5,13,4,6,1
109.5,28.50107,7,3,NA,21,7,21,6,13,4,7,1
110.5,28.50107,6,3,NA,18,6,18,7,11,2,8,1
111.5,28.50107,5,2,NA,15,4,15,5,9,1,6,NA
112.5,28.50107,5,2,NA,15,4,15,5,10,1,6,NA
113.5,28.50107,6,3,NA,16,5,16,6,11,2,7,1
114.5,28.50107,6,3,NA,17,5,17,6,12,3,7,1
115.5,28.50107,7,4,NA,17,6,17,7,12,3,8,2
116.5,28.50107,8,5,NA,18,7,18,8,13,4,9,3
117.5,28.50107,9,6,NA,20,8,20,9,14,5,10,4
118.5,28.50107,8,5,NA,20,7,20,8,13,4,9,3
119.5,28.50107,7,4,NA,19,6,19,7,12,3,8,2
120.5,28.50107,7,4,NA,17,6,17,7,10,2,8,2
121.5,28.50107,7,4,NA,13,6,13,7,10,2,8,2
-114.5,27.50107,9,5,NA,13,7,13,4,11,3,5,4
-113.5,27.50107,8,4,NA,13,6,13,3,10,2,4,3
-112.5,27.50107,10,5,NA,15,7,15,4,11,3,5,4
-110.5,27.50107,12,7,3,23,12,23,8,14,7,8,7
-109.5,27.50107,13,7,3,24,13,24,9,15,7,9,7
-108.5,27.50107,15,7,3,28,13,28,9,17,8,10,7
-107.5,27.50107,16,8,3,26,11,26,9,18,6,10,7
-106.5,27.50107,15,7,2,23,10,23,8,17,5,9,6
-105.5,27.50107,15,7,2,23,10,23,8,17,5,9,6
-104.5,27.50107,15,7,2,22,10,22,8,16,5,9,6
-103.5,27.50107,15,7,2,21,10,21,8,16,4,9,6
-102.5,27.50107,14,8,2,20,9,20,8,15,6,9,6
-101.5,27.50107,18,10,3,22,12,22,10,19,6,10,7
-100.5,27.50107,14,8,2,17,9,17,8,14,4,8,5
-99.5,27.50107,13,7,2,16,8,16,7,13,3,7,4
-98.5,27.50107,11,6,2,12,6,12,6,11,3,6,3
-97.5,27.50107,11,6,2,12,6,12,6,11,3,6,3
-82.5,27.50107,7,2,NA,9,2,9,2,7,1,2,1
-81.5,27.50107,7,2,NA,9,2,9,2,7,1,2,1
-80.5,27.50107,6,2,NA,8,2,8,2,7,1,2,1
-12.5,27.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
-11.5,27.50107,1,NA,NA,1,1,1,NA,1,NA,NA,NA
-10.5,27.50107,1,NA,NA,2,1,2,NA,2,NA,NA,NA
-9.5,27.50107,1,NA,NA,2,1,2,NA,2,NA,NA,NA
-8.5,27.50107,2,NA,NA,2,1,2,1,1,NA,1,NA
