"x","y","EBOV","BDBV","BOMV","TAFV","RESTV","SUDV","MARV","LLOV","MLAV","RAVN","DEHV"
37.5,48.50107,7,3,NA,11,6,11,5,11,2,6,2
38.5,48.50107,7,3,NA,11,6,11,5,11,2,6,2
39.5,48.50107,8,3,NA,12,6,12,6,12,3,7,3
40.5,48.50107,8,3,NA,12,6,12,6,12,3,7,3
41.5,48.50107,6,3,NA,9,4,9,3,9,2,4,2
42.5,48.50107,6,3,NA,9,4,9,3,9,2,4,2
43.5,48.50107,7,3,NA,9,4,9,4,9,3,5,3
44.5,48.50107,7,3,NA,10,4,10,4,10,3,5,3
45.5,48.50107,7,3,NA,10,4,10,4,10,3,5,3
46.5,48.50107,7,3,NA,10,4,10,4,10,3,5,3
47.5,48.50107,4,2,NA,6,3,6,2,6,1,3,1
48.5,48.50107,4,2,NA,5,3,5,2,5,1,3,1
49.5,48.50107,4,2,NA,5,3,5,2,5,1,3,1
50.5,48.50107,4,2,NA,5,3,5,2,5,1,3,1
51.5,48.50107,3,2,NA,4,3,4,2,4,1,3,1
52.5,48.50107,5,2,NA,6,4,6,4,6,2,5,2
53.5,48.50107,4,1,NA,4,3,4,3,4,1,4,1
54.5,48.50107,4,1,NA,5,5,5,2,5,NA,3,NA
55.5,48.50107,4,1,NA,5,5,5,2,5,NA,3,NA
56.5,48.50107,4,1,NA,5,5,5,2,5,NA,3,NA
57.5,48.50107,4,2,NA,5,5,5,3,5,1,4,1
58.5,48.50107,4,2,NA,5,5,5,3,5,1,4,1
59.5,48.50107,4,2,NA,4,4,4,3,4,1,4,1
60.5,48.50107,4,2,NA,4,4,4,3,4,1,4,1
61.5,48.50107,4,2,NA,4,4,4,3,4,1,4,1
62.5,48.50107,4,2,NA,4,4,4,3,4,1,4,1
63.5,48.50107,4,2,NA,4,4,4,3,4,1,4,1
64.5,48.50107,3,1,NA,3,3,3,2,3,NA,3,NA
65.5,48.50107,3,1,NA,3,3,3,2,3,NA,3,NA
66.5,48.50107,3,1,NA,3,3,3,2,3,NA,3,NA
67.5,48.50107,3,1,NA,3,3,3,2,3,NA,3,NA
68.5,48.50107,2,1,NA,2,2,2,1,2,NA,2,NA
69.5,48.50107,2,1,NA,2,2,2,1,2,NA,2,NA
70.5,48.50107,2,1,NA,2,2,2,1,2,NA,2,NA
71.5,48.50107,2,1,NA,2,2,2,1,2,NA,2,NA
72.5,48.50107,2,1,NA,2,2,2,1,2,NA,2,NA
73.5,48.50107,2,1,NA,2,2,2,1,2,NA,2,NA
74.5,48.50107,2,2,NA,3,3,3,2,3,1,3,1
75.5,48.50107,2,2,NA,3,3,3,2,3,1,3,1
76.5,48.50107,2,2,NA,3,3,3,2,3,1,3,1
77.5,48.50107,2,2,NA,3,3,3,2,3,1,3,1
78.5,48.50107,2,2,NA,3,3,3,2,3,1,3,1
79.5,48.50107,3,2,NA,4,3,4,2,4,1,3,1
80.5,48.50107,3,2,NA,4,3,4,2,4,1,3,1
81.5,48.50107,3,2,NA,4,3,4,2,4,1,3,1
82.5,48.50107,4,2,NA,6,4,6,2,6,2,3,1
83.5,48.50107,5,2,NA,8,4,8,3,7,3,4,2
84.5,48.50107,4,2,NA,7,4,7,3,6,3,4,2
85.5,48.50107,4,2,NA,7,4,7,3,6,3,4,2
86.5,48.50107,4,2,NA,6,5,6,3,5,1,4,1
87.5,48.50107,6,3,NA,8,6,8,4,7,2,5,2
88.5,48.50107,7,3,NA,10,6,10,5,9,4,6,3
89.5,48.50107,6,4,NA,9,6,9,5,9,5,6,4
90.5,48.50107,4,3,NA,7,5,7,4,7,4,5,3
91.5,48.50107,3,3,NA,6,4,6,4,6,4,5,3
92.5,48.50107,3,3,NA,6,4,6,4,6,4,5,3
93.5,48.50107,3,3,NA,6,4,6,4,6,4,5,3
94.5,48.50107,2,2,NA,4,2,4,2,4,3,3,2
95.5,48.50107,2,2,NA,4,2,4,2,4,3,3,2
96.5,48.50107,3,1,NA,4,1,4,1,4,2,2,1
97.5,48.50107,3,1,NA,4,1,4,1,4,2,2,1
98.5,48.50107,3,1,NA,3,1,3,1,3,1,2,1
99.5,48.50107,3,1,NA,3,1,3,1,3,1,2,1
100.5,48.50107,3,1,NA,3,1,3,1,3,1,2,1
101.5,48.50107,3,1,NA,3,1,3,1,3,1,2,1
102.5,48.50107,3,1,NA,3,1,3,1,3,1,2,1
103.5,48.50107,3,1,NA,4,1,4,1,3,1,2,1
104.5,48.50107,3,1,NA,4,1,4,1,3,1,2,1
105.5,48.50107,3,1,NA,4,1,4,1,3,1,2,1
106.5,48.50107,3,1,NA,4,1,4,1,3,1,2,1
107.5,48.50107,3,1,NA,4,1,4,1,3,1,2,1
108.5,48.50107,3,1,NA,4,1,4,1,3,1,2,1
109.5,48.50107,3,1,NA,4,1,4,1,3,1,2,1
110.5,48.50107,3,1,NA,4,1,4,1,3,1,2,1
111.5,48.50107,3,2,NA,5,1,5,2,3,2,3,2
112.5,48.50107,4,2,NA,6,1,6,3,4,2,4,2
113.5,48.50107,4,2,NA,6,1,6,3,4,2,4,2
114.5,48.50107,4,2,NA,6,1,6,3,4,2,4,2
115.5,48.50107,4,2,NA,6,1,6,3,4,2,4,2
116.5,48.50107,4,2,NA,6,1,6,3,4,2,4,2
117.5,48.50107,5,3,NA,7,2,7,4,5,3,5,3
118.5,48.50107,5,3,NA,8,2,8,5,6,3,6,3
119.5,48.50107,4,2,NA,7,1,7,4,5,2,5,2
120.5,48.50107,4,2,NA,7,1,7,4,5,2,5,2
121.5,48.50107,4,2,NA,7,1,7,4,5,2,5,2
122.5,48.50107,5,3,NA,8,2,8,5,6,3,6,3
123.5,48.50107,5,3,NA,7,2,7,4,5,3,5,3
124.5,48.50107,5,3,NA,7,2,7,4,5,3,5,3
125.5,48.50107,5,3,NA,7,2,7,4,5,3,5,3
126.5,48.50107,6,3,NA,8,3,8,5,6,4,6,4
127.5,48.50107,6,3,NA,9,3,9,5,7,5,6,4
128.5,48.50107,6,3,NA,9,3,9,5,7,5,6,4
129.5,48.50107,6,3,NA,9,3,9,5,7,5,6,4
130.5,48.50107,6,3,NA,9,3,9,5,7,5,6,4
131.5,48.50107,7,4,NA,10,4,10,6,8,6,7,5
132.5,48.50107,7,4,NA,10,4,10,6,8,6,7,5
133.5,48.50107,8,4,NA,11,4,11,6,9,6,7,5
134.5,48.50107,8,4,NA,11,4,11,6,9,6,7,5
135.5,48.50107,8,4,NA,11,4,11,6,9,6,7,5
136.5,48.50107,5,2,NA,9,3,9,6,7,5,6,4
137.5,48.50107,4,2,NA,8,3,8,5,6,5,5,4
138.5,48.50107,4,2,NA,7,2,7,4,5,5,4,4
139.5,48.50107,4,2,NA,7,2,7,4,5,5,4,4
142.5,48.50107,3,2,NA,6,1,6,3,4,4,3,3
-123.5,47.50107,9,1,NA,10,3,10,2,7,NA,3,NA
-121.5,47.50107,10,2,NA,11,4,11,2,8,NA,3,NA
-120.5,47.50107,11,2,NA,13,5,13,3,10,NA,4,NA
-119.5,47.50107,11,2,NA,13,5,13,3,10,NA,4,NA
-118.5,47.50107,11,2,NA,14,5,14,3,10,NA,4,NA
-117.5,47.50107,11,2,NA,13,5,13,3,9,NA,4,NA
-116.5,47.50107,10,1,NA,12,4,12,2,8,NA,3,NA
-115.5,47.50107,10,1,NA,12,4,12,2,8,NA,3,NA
-114.5,47.50107,11,1,NA,13,5,13,3,9,NA,4,NA
-113.5,47.50107,11,1,NA,13,5,13,3,9,NA,4,NA
-112.5,47.50107,7,1,NA,9,2,9,2,5,NA,3,NA
-111.5,47.50107,8,1,NA,9,3,9,2,6,NA,3,NA
-110.5,47.50107,7,1,NA,8,2,8,2,5,NA,3,NA
-109.5,47.50107,7,1,NA,8,2,8,2,5,NA,3,NA
-108.5,47.50107,7,1,NA,8,2,8,2,5,NA,3,NA
-107.5,47.50107,7,1,NA,8,2,8,2,5,NA,3,NA
-106.5,47.50107,7,1,NA,7,2,7,2,5,NA,3,NA
-105.5,47.50107,7,1,NA,7,2,7,2,5,NA,3,NA
-104.5,47.50107,7,1,NA,7,2,7,2,5,NA,3,NA
-103.5,47.50107,7,1,NA,7,2,7,3,6,NA,4,NA
-102.5,47.50107,7,1,NA,7,2,7,3,6,NA,4,NA
-101.5,47.50107,7,1,NA,7,2,7,3,6,NA,4,NA
-100.5,47.50107,7,1,NA,7,2,7,3,6,NA,4,NA
-99.5,47.50107,6,1,NA,6,2,6,3,5,NA,3,NA
-98.5,47.50107,6,1,NA,6,2,6,3,5,NA,3,NA
-97.5,47.50107,6,1,NA,6,2,6,3,5,NA,3,NA
-96.5,47.50107,6,1,NA,6,2,6,3,5,NA,3,NA
-95.5,47.50107,6,1,NA,6,2,6,3,5,NA,3,NA
-94.5,47.50107,6,1,NA,6,2,6,3,5,NA,3,NA
-93.5,47.50107,6,1,NA,6,2,6,3,5,NA,3,NA
-92.5,47.50107,5,1,NA,5,2,5,3,4,NA,3,NA
-91.5,47.50107,5,1,NA,5,2,5,3,4,NA,3,NA
-84.5,47.50107,6,1,NA,6,2,6,3,5,NA,3,NA
-83.5,47.50107,6,1,NA,6,2,6,3,5,NA,3,NA
-82.5,47.50107,6,1,NA,6,2,6,3,5,NA,3,NA
-81.5,47.50107,5,1,NA,5,2,5,3,4,NA,3,NA
-80.5,47.50107,5,1,NA,5,2,5,3,4,NA,3,NA
-79.5,47.50107,5,1,NA,5,2,5,3,4,NA,3,NA
-78.5,47.50107,5,1,NA,5,2,5,3,4,NA,3,NA
-77.5,47.50107,5,1,NA,5,2,5,3,4,NA,3,NA
-76.5,47.50107,5,1,NA,5,2,5,3,4,NA,3,NA
-75.5,47.50107,5,1,NA,5,2,5,3,4,NA,3,NA
-74.5,47.50107,5,1,NA,5,2,5,3,4,NA,3,NA
-73.5,47.50107,4,1,NA,4,1,4,2,3,NA,2,NA
-72.5,47.50107,4,1,NA,4,1,4,2,3,NA,2,NA
-71.5,47.50107,5,1,NA,5,2,5,3,4,NA,3,NA
-70.5,47.50107,5,1,NA,5,2,5,3,4,NA,3,NA
-69.5,47.50107,5,1,NA,5,2,5,3,4,NA,3,NA
-68.5,47.50107,5,1,NA,5,2,5,3,4,NA,3,NA
-67.5,47.50107,5,1,NA,5,2,5,3,4,NA,3,NA
-66.5,47.50107,6,1,NA,6,2,6,3,5,NA,3,NA
-65.5,47.50107,4,1,NA,4,2,4,3,3,NA,3,NA
-55.5,47.50107,1,NA,NA,1,1,1,1,1,NA,1,NA
-1.5,47.50107,11,3,NA,17,9,18,10,13,5,10,5
-0.5,47.50107,12,3,NA,18,10,19,10,14,5,10,5
0.5,47.50107,11,3,NA,18,9,19,9,14,4,9,4
1.5,47.50107,12,3,NA,19,10,20,9,15,4,9,4
2.5,47.50107,12,3,NA,19,10,20,9,15,4,9,4
3.5,47.50107,12,4,NA,19,10,20,9,15,4,10,4
4.5,47.50107,14,4,NA,21,11,22,10,17,5,11,5
5.5,47.50107,15,5,NA,22,12,23,11,18,5,12,6
6.5,47.50107,16,5,NA,23,12,24,10,19,4,11,5
7.5,47.50107,14,4,NA,21,10,22,9,17,3,10,4
8.5,47.50107,13,3,NA,20,9,21,8,16,3,9,3
9.5,47.50107,14,4,NA,21,10,23,9,17,4,10,4
10.5,47.50107,13,4,NA,19,10,21,9,15,4,10,4
11.5,47.50107,13,4,NA,19,10,21,9,15,4,10,4
12.5,47.50107,12,3,NA,18,9,20,8,14,3,9,3
13.5,47.50107,14,4,NA,21,10,23,9,17,4,10,4
14.5,47.50107,14,4,NA,21,10,23,9,17,4,10,4
15.5,47.50107,15,5,NA,23,12,24,10,19,5,11,5
16.5,47.50107,16,5,NA,24,13,25,11,20,6,12,6
17.5,47.50107,15,5,NA,23,12,24,10,19,5,11,5
18.5,47.50107,16,5,NA,24,12,25,10,20,5,11,5
19.5,47.50107,18,5,NA,26,13,27,11,22,6,12,6
20.5,47.50107,17,5,NA,25,12,26,11,21,6,12,6
21.5,47.50107,17,5,NA,25,13,26,11,21,6,12,6
22.5,47.50107,17,5,NA,24,12,25,11,20,6,12,6
23.5,47.50107,16,5,NA,23,11,24,11,19,6,12,6
24.5,47.50107,14,5,NA,21,10,22,10,17,5,11,5
25.5,47.50107,14,5,NA,21,10,22,10,17,5,11,5
26.5,47.50107,13,5,NA,20,10,21,10,16,5,11,5
27.5,47.50107,12,5,NA,18,10,19,10,15,5,11,6
28.5,47.50107,13,6,NA,19,11,20,11,16,6,12,7
29.5,47.50107,9,4,NA,15,8,16,7,13,4,8,4
30.5,47.50107,9,4,NA,15,8,16,7,14,4,8,4
31.5,47.50107,9,4,NA,15,8,16,6,14,3,7,3
32.5,47.50107,9,4,NA,15,8,16,6,14,3,7,3
33.5,47.50107,7,3,NA,13,6,14,5,12,2,6,2
34.5,47.50107,7,3,NA,11,6,12,5,11,2,6,2
35.5,47.50107,7,3,NA,11,6,12,5,11,2,6,2
36.5,47.50107,7,3,NA,11,6,11,5,11,2,6,2
37.5,47.50107,7,3,NA,11,6,11,5,11,2,6,2
38.5,47.50107,7,3,NA,11,6,11,5,11,2,6,2
39.5,47.50107,7,3,NA,11,6,11,5,11,2,6,2
40.5,47.50107,7,3,NA,12,6,12,5,12,2,6,2
41.5,47.50107,6,3,NA,9,4,9,3,9,2,4,2
42.5,47.50107,6,3,NA,8,4,8,3,8,2,4,2
43.5,47.50107,6,3,NA,8,4,8,3,8,2,4,2
44.5,47.50107,6,3,NA,9,4,9,3,9,2,4,2
45.5,47.50107,6,3,NA,9,4,9,4,9,3,5,3
46.5,47.50107,5,2,NA,8,3,8,2,8,1,3,1
47.5,47.50107,5,2,NA,8,3,8,2,8,1,3,1
48.5,47.50107,3,2,NA,5,3,5,2,5,1,3,1
49.5,47.50107,3,2,NA,5,3,5,2,5,1,3,1
50.5,47.50107,3,2,NA,4,3,4,2,4,1,3,1
51.5,47.50107,3,2,NA,5,3,5,2,5,1,3,1
52.5,47.50107,4,2,NA,5,4,5,3,5,1,4,1
53.5,47.50107,3,1,NA,3,3,3,2,3,NA,3,NA
54.5,47.50107,3,1,NA,4,4,4,2,4,NA,3,NA
55.5,47.50107,3,1,NA,4,4,4,2,4,NA,3,NA
56.5,47.50107,4,2,NA,5,5,5,3,5,1,4,1
57.5,47.50107,4,2,NA,5,5,5,3,5,1,4,1
58.5,47.50107,4,2,NA,5,5,5,3,5,1,4,1
59.5,47.50107,4,2,NA,5,5,5,3,5,1,4,1
60.5,47.50107,4,2,NA,5,5,5,3,5,1,4,1
61.5,47.50107,4,2,NA,4,4,4,3,4,1,4,1
62.5,47.50107,4,2,NA,4,4,4,3,4,1,4,1
63.5,47.50107,4,2,NA,4,4,4,3,4,1,4,1
64.5,47.50107,4,2,NA,4,4,4,3,4,1,4,1
65.5,47.50107,3,1,NA,3,3,3,2,3,NA,3,NA
66.5,47.50107,3,1,NA,3,3,3,2,3,NA,3,NA
67.5,47.50107,3,1,NA,3,3,3,2,3,NA,3,NA
68.5,47.50107,3,1,NA,3,3,3,2,3,NA,3,NA
69.5,47.50107,3,1,NA,3,3,3,2,3,NA,3,NA
70.5,47.50107,2,1,NA,2,2,2,1,2,NA,2,NA
71.5,47.50107,2,1,NA,2,2,2,1,2,NA,2,NA
72.5,47.50107,2,1,NA,2,2,2,1,2,NA,2,NA
73.5,47.50107,2,1,NA,2,2,2,1,2,NA,2,NA
74.5,47.50107,2,1,NA,2,2,2,1,2,NA,2,NA
75.5,47.50107,2,1,NA,2,2,2,1,2,NA,2,NA
76.5,47.50107,2,2,NA,3,3,3,2,3,1,3,1
77.5,47.50107,2,2,NA,3,3,3,2,3,1,3,1
78.5,47.50107,2,2,NA,3,3,3,2,3,1,3,1
79.5,47.50107,3,2,NA,4,3,4,2,4,1,3,1
80.5,47.50107,3,2,NA,4,3,4,2,4,1,3,1
81.5,47.50107,3,2,NA,4,3,4,2,4,1,3,1
82.5,47.50107,3,2,NA,5,3,5,2,5,2,3,1
83.5,47.50107,5,2,NA,7,4,7,4,7,3,5,2
84.5,47.50107,5,2,NA,8,4,8,4,7,3,5,2
85.5,47.50107,6,3,NA,8,5,8,5,7,3,6,3
86.5,47.50107,4,3,NA,6,5,6,4,5,2,5,2
87.5,47.50107,4,3,NA,5,5,5,4,5,2,5,2
88.5,47.50107,4,3,NA,5,5,5,4,5,2,5,2
89.5,47.50107,4,4,NA,6,5,6,5,6,4,6,4
90.5,47.50107,3,3,NA,6,4,6,4,6,4,5,3
91.5,47.50107,3,3,NA,6,4,6,4,6,4,5,3
92.5,47.50107,3,3,NA,6,4,6,4,6,4,5,3
93.5,47.50107,3,3,NA,6,4,6,4,6,4,5,3
94.5,47.50107,2,3,NA,5,3,5,3,5,4,4,3
95.5,47.50107,2,3,NA,5,3,5,3,5,4,4,3
96.5,47.50107,2,1,NA,3,1,3,1,3,2,2,1
97.5,47.50107,2,1,NA,3,1,3,NA,3,1,1,NA
98.5,47.50107,2,1,NA,2,1,2,NA,2,NA,1,NA
99.5,47.50107,2,1,NA,2,1,2,NA,2,NA,1,NA
100.5,47.50107,2,1,NA,2,1,2,NA,2,NA,1,NA
101.5,47.50107,2,1,NA,2,1,2,NA,2,NA,1,NA
102.5,47.50107,2,1,NA,2,1,2,NA,2,NA,1,NA
103.5,47.50107,2,1,NA,2,1,2,NA,2,NA,1,NA
104.5,47.50107,2,1,NA,2,1,2,NA,2,NA,1,NA
105.5,47.50107,2,1,NA,3,1,3,NA,2,NA,1,NA
106.5,47.50107,2,1,NA,3,1,3,NA,2,NA,1,NA
107.5,47.50107,2,1,NA,3,1,3,NA,2,NA,1,NA
108.5,47.50107,2,1,NA,4,2,4,1,3,NA,2,NA
109.5,47.50107,2,1,NA,3,1,3,NA,2,NA,1,NA
110.5,47.50107,2,1,NA,3,1,3,NA,2,NA,1,NA
111.5,47.50107,2,1,NA,3,1,3,NA,2,NA,1,NA
112.5,47.50107,3,1,NA,4,1,4,1,3,NA,2,NA
113.5,47.50107,3,1,NA,4,1,4,1,3,NA,2,NA
114.5,47.50107,4,2,NA,6,1,6,3,4,2,4,2
115.5,47.50107,4,2,NA,6,1,6,3,4,2,4,2
116.5,47.50107,4,2,NA,6,1,6,3,4,2,4,2
117.5,47.50107,5,3,NA,7,2,7,4,5,3,5,3
118.5,47.50107,5,3,NA,7,2,7,4,5,3,5,3
119.5,47.50107,5,3,NA,8,2,8,5,6,3,6,3
120.5,47.50107,4,2,NA,7,1,7,4,5,2,5,2
121.5,47.50107,4,2,NA,7,1,7,4,5,2,5,2
122.5,47.50107,4,2,NA,7,1,7,4,5,2,5,2
123.5,47.50107,4,2,NA,7,1,7,4,5,2,5,2
124.5,47.50107,5,3,NA,8,2,8,5,6,3,6,3
125.5,47.50107,5,3,NA,8,2,8,5,6,3,6,3
126.5,47.50107,5,3,NA,7,2,7,4,5,3,5,3
127.5,47.50107,5,3,NA,7,2,7,4,5,3,5,3
128.5,47.50107,5,3,NA,7,2,7,4,5,3,5,3
129.5,47.50107,6,3,NA,9,3,9,5,7,5,6,4
130.5,47.50107,7,4,NA,11,5,11,7,9,6,8,5
131.5,47.50107,7,4,NA,11,5,11,7,9,6,8,5
132.5,47.50107,8,4,NA,12,5,12,7,10,6,8,5
133.5,47.50107,8,4,NA,12,5,12,7,10,6,8,5
134.5,47.50107,8,4,NA,12,5,12,7,10,6,8,5
135.5,47.50107,7,3,NA,11,4,11,6,9,5,7,4
136.5,47.50107,6,3,NA,10,4,10,6,8,5,7,4
137.5,47.50107,5,3,NA,9,4,9,5,7,5,6,4
138.5,47.50107,4,2,NA,8,3,8,5,6,5,5,4
142.5,47.50107,5,2,NA,8,2,8,4,6,5,4,4
-123.5,46.50107,9,1,NA,10,3,10,2,7,NA,3,NA
-122.5,46.50107,11,2,NA,12,5,12,3,9,NA,4,NA
-121.5,46.50107,11,2,NA,12,5,12,3,9,NA,4,NA
-120.5,46.50107,11,2,NA,13,5,13,3,10,NA,4,NA
-119.5,46.50107,11,2,NA,14,5,14,3,10,NA,4,NA
-118.5,46.50107,11,2,NA,14,5,14,3,10,NA,4,NA
-117.5,46.50107,11,2,NA,14,5,14,3,10,NA,4,NA
-116.5,46.50107,10,2,NA,12,4,12,2,8,NA,3,NA
-115.5,46.50107,10,1,NA,12,4,12,2,8,NA,3,NA
-114.5,46.50107,10,1,NA,12,4,12,2,8,NA,3,NA
-113.5,46.50107,9,1,NA,11,4,11,2,7,NA,3,NA
-112.5,46.50107,8,1,NA,10,3,10,2,6,NA,3,NA
-111.5,46.50107,7,1,NA,9,2,9,2,5,NA,3,NA
-110.5,46.50107,7,1,NA,8,2,8,2,5,NA,3,NA
-109.5,46.50107,7,1,NA,8,2,8,2,5,NA,3,NA
-108.5,46.50107,7,1,NA,8,2,8,2,5,NA,3,NA
-107.5,46.50107,7,1,NA,8,2,8,2,5,NA,3,NA
-106.5,46.50107,7,1,NA,8,2,8,2,5,NA,3,NA
-105.5,46.50107,7,1,NA,8,2,8,2,5,NA,3,NA
-104.5,46.50107,8,1,NA,9,3,9,3,6,NA,4,NA
-103.5,46.50107,9,1,NA,9,3,9,3,7,NA,4,NA
-102.5,46.50107,7,1,NA,7,2,7,3,6,NA,4,NA
-101.5,46.50107,7,1,NA,7,2,7,3,6,NA,4,NA
-100.5,46.50107,7,1,NA,7,2,7,3,6,NA,4,NA
-99.5,46.50107,6,1,NA,6,2,6,3,5,NA,3,NA
-98.5,46.50107,6,1,NA,6,2,6,3,5,NA,3,NA
-97.5,46.50107,6,1,NA,6,2,6,3,5,NA,3,NA
-96.5,46.50107,6,1,NA,6,2,6,3,5,NA,3,NA
-95.5,46.50107,6,1,NA,6,2,6,3,5,NA,3,NA
-94.5,46.50107,6,1,NA,6,2,6,3,5,NA,3,NA
-93.5,46.50107,6,1,NA,6,2,6,3,5,NA,3,NA
-92.5,46.50107,6,1,NA,6,2,6,3,5,NA,3,NA
-91.5,46.50107,5,1,NA,5,2,5,3,4,NA,3,NA
-90.5,46.50107,6,1,NA,6,2,6,3,5,NA,3,NA
-89.5,46.50107,6,1,NA,6,2,6,3,5,NA,3,NA
-88.5,46.50107,6,1,NA,6,2,6,3,5,NA,3,NA
-87.5,46.50107,6,1,NA,6,2,6,3,5,NA,3,NA
-86.5,46.50107,5,1,NA,5,2,5,3,4,NA,3,NA
-85.5,46.50107,5,1,NA,5,2,5,3,4,NA,3,NA
-84.5,46.50107,6,1,NA,6,2,6,3,5,NA,3,NA
-83.5,46.50107,6,1,NA,6,2,6,3,5,NA,3,NA
-82.5,46.50107,6,1,NA,6,2,6,3,5,NA,3,NA
-81.5,46.50107,6,1,NA,6,2,6,3,5,NA,3,NA
-80.5,46.50107,6,1,NA,6,2,6,3,5,NA,3,NA
-79.5,46.50107,6,1,NA,6,2,6,3,5,NA,3,NA
-78.5,46.50107,6,1,NA,6,2,6,3,5,NA,3,NA
-77.5,46.50107,6,1,NA,6,2,6,3,5,NA,3,NA
-76.5,46.50107,6,1,NA,6,2,6,3,5,NA,3,NA
-75.5,46.50107,6,1,NA,6,2,6,3,5,NA,3,NA
-74.5,46.50107,6,1,NA,6,2,6,3,5,NA,3,NA
-73.5,46.50107,7,1,NA,7,2,7,3,6,NA,3,NA
-72.5,46.50107,7,1,NA,7,2,7,3,6,NA,3,NA
-71.5,46.50107,7,1,NA,7,2,7,3,6,NA,3,NA
-70.5,46.50107,7,1,NA,7,2,7,3,6,NA,3,NA
-69.5,46.50107,7,1,NA,7,2,7,3,6,NA,3,NA
-68.5,46.50107,7,1,NA,7,2,7,3,6,NA,3,NA
-67.5,46.50107,7,1,NA,7,2,7,3,6,NA,3,NA
-66.5,46.50107,7,1,NA,7,2,7,3,6,NA,3,NA
-65.5,46.50107,7,1,NA,7,2,7,3,6,NA,3,NA
-63.5,46.50107,2,NA,NA,2,2,2,2,2,NA,2,NA
-60.5,46.50107,2,NA,NA,2,2,2,2,2,NA,2,NA
-1.5,46.50107,12,3,NA,18,10,19,10,14,5,10,5
-0.5,46.50107,12,3,NA,19,10,20,10,15,5,10,5
0.5,46.50107,14,4,NA,21,10,22,10,17,5,10,5
1.5,46.50107,13,4,NA,20,10,21,10,16,5,10,5
2.5,46.50107,13,3,NA,20,10,21,10,16,5,10,5
3.5,46.50107,14,3,NA,21,9,22,9,17,4,9,4
4.5,46.50107,14,4,NA,21,10,22,10,17,4,10,5
5.5,46.50107,16,5,NA,23,12,24,11,19,5,12,6
6.5,46.50107,17,6,NA,24,12,25,11,20,5,12,6
7.5,46.50107,15,5,NA,22,11,24,10,18,4,11,5
8.5,46.50107,15,5,NA,23,12,25,10,19,4,11,5
9.5,46.50107,16,6,NA,24,13,26,11,20,5,12,6
10.5,46.50107,16,6,NA,24,13,26,11,20,5,12,6
11.5,46.50107,17,6,NA,25,14,27,11,21,5,12,6
12.5,46.50107,16,5,NA,24,13,26,10,20,5,11,5
13.5,46.50107,15,5,NA,23,12,25,10,19,5,11,5
14.5,46.50107,16,5,NA,24,13,26,11,20,6,12,6
15.5,46.50107,15,5,NA,23,12,25,10,19,5,11,5
16.5,46.50107,15,5,NA,23,12,24,10,19,5,11,5
17.5,46.50107,15,5,NA,23,12,24,11,19,6,12,6
18.5,46.50107,15,5,NA,23,12,24,11,19,6,12,6
19.5,46.50107,15,5,NA,22,11,23,11,18,6,12,6
20.5,46.50107,15,5,NA,22,11,23,11,18,6,12,6
21.5,46.50107,15,5,NA,22,11,23,11,18,6,12,6
22.5,46.50107,17,5,NA,24,12,25,11,20,6,12,6
23.5,46.50107,18,5,NA,25,13,26,12,21,7,13,7
24.5,46.50107,16,5,NA,23,12,24,11,19,6,12,6
25.5,46.50107,16,5,NA,23,11,24,11,19,6,12,6
26.5,46.50107,16,5,NA,23,11,24,11,19,6,12,6
27.5,46.50107,14,6,NA,20,11,21,11,18,6,12,7
28.5,46.50107,13,6,NA,19,11,20,11,16,6,12,7
29.5,46.50107,12,6,NA,18,10,19,10,15,5,11,6
30.5,46.50107,10,5,NA,16,9,17,8,14,5,9,5
32.5,46.50107,7,2,NA,12,5,13,6,11,3,6,3
33.5,46.50107,8,3,NA,13,6,14,6,12,3,7,3
34.5,46.50107,7,3,NA,12,6,13,5,11,2,6,2
35.5,46.50107,7,3,NA,12,6,13,5,11,2,6,2
38.5,46.50107,7,3,NA,11,6,12,5,11,2,6,2
39.5,46.50107,7,3,NA,11,6,11,5,11,2,6,2
40.5,46.50107,7,3,NA,10,5,10,4,10,2,5,2
41.5,46.50107,8,3,NA,10,5,10,5,9,3,6,2
42.5,46.50107,6,3,NA,8,4,8,3,8,2,4,2
43.5,46.50107,6,3,NA,8,4,8,3,8,2,4,2
44.5,46.50107,5,3,NA,7,4,7,3,7,2,4,2
45.5,46.50107,4,2,NA,6,3,6,2,6,1,3,1
46.5,46.50107,3,2,NA,5,3,5,2,5,1,3,1
47.5,46.50107,3,2,NA,6,3,6,2,6,1,3,1
48.5,46.50107,4,2,NA,7,3,7,2,7,1,3,1
49.5,46.50107,3,2,NA,5,3,5,2,5,1,3,1
53.5,46.50107,2,1,NA,2,2,2,1,2,NA,2,NA
54.5,46.50107,4,3,NA,5,4,5,4,5,2,5,2
55.5,46.50107,4,2,NA,5,5,5,3,5,1,4,1
56.5,46.50107,4,2,NA,5,5,5,3,5,1,4,1
57.5,46.50107,4,2,NA,5,5,5,3,5,1,4,1
58.5,46.50107,4,2,NA,6,5,6,4,6,2,5,1
59.5,46.50107,3,1,NA,5,4,5,4,5,2,4,1
60.5,46.50107,3,1,NA,4,3,4,4,4,2,4,1
61.5,46.50107,3,1,NA,4,3,4,3,4,1,4,NA
62.5,46.50107,4,2,NA,4,4,4,3,4,1,4,1
63.5,46.50107,4,2,NA,4,4,4,3,4,1,4,1
64.5,46.50107,5,2,NA,5,5,5,4,5,1,5,1
