"species","family","pred","virus"
"Myotis atacamensis","Vespertilionidae",91.1071853637695,"BOMV"
"Myotis ater","Vespertilionidae",171.238693237305,"BOMV"
"Myotis aurascens","Vespertilionidae",131.136901855469,"BOMV"
"Myotis auriculus","Vespertilionidae",89.9767532348633,"BOMV"
"Myotis australis","Vespertilionidae",158.665588378906,"BOMV"
"Myotis austroriparius","Vespertilionidae",91.3119659423828,"BOMV"
"Myotis badius","Vespertilionidae",115.517852783203,"BOMV"
"Myotis bechsteinii","Vespertilionidae",134.58039855957,"BOMV"
"Myotis blythii","Vespertilionidae",177.697265625,"BOMV"
"Myotis bocagii","Vespertilionidae",118.456253051758,"BOMV"
"Myotis bombinus","Vespertilionidae",155.943695068359,"BOMV"
"Myotis borneoensis","Vespertilionidae",165.917495727539,"BOMV"
"Myotis brandtii","Vespertilionidae",101.446815490723,"BOMV"
"Myotis bucharensis","Vespertilionidae",115.504043579102,"BOMV"
"Myotis californicus","Vespertilionidae",111.723983764648,"BOMV"
"Myotis capaccinii","Vespertilionidae",176.64306640625,"BOMV"
"Myotis chiloensis","Vespertilionidae",106.432571411133,"BOMV"
"Myotis chinensis","Vespertilionidae",154.28239440918,"BOMV"
"Myotis ciliolabrum","Vespertilionidae",113.790855407715,"BOMV"
"Myotis cobanensis","Vespertilionidae",116.638008117676,"BOMV"
"Myotis csorbai","Vespertilionidae",144.573257446289,"BOMV"
"Myotis dasycneme","Vespertilionidae",134.37532043457,"BOMV"
"Myotis daubentonii","Vespertilionidae",145.884780883789,"BOMV"
"Myotis davidii","Vespertilionidae",177.989822387695,"BOMV"
"Myotis dieteri","Vespertilionidae",155.063598632812,"BOMV"
"Myotis diminutus","Vespertilionidae",117.346374511719,"BOMV"
"Myotis dinellii","Vespertilionidae",118.865303039551,"BOMV"
"Myotis dominicensis","Vespertilionidae",101.644424438477,"BOMV"
"Myotis elegans","Vespertilionidae",106.425994873047,"BOMV"
"Myotis emarginatus","Vespertilionidae",110.444213867188,"BOMV"
"Myotis escalerai","Vespertilionidae",147.940872192383,"BOMV"
"Myotis evotis","Vespertilionidae",103.664619445801,"BOMV"
"Myotis federatus","Vespertilionidae",161.28630065918,"BOMV"
"Myotis fimbriatus","Vespertilionidae",148.700271606445,"BOMV"
"Myotis findleyi","Vespertilionidae",107.947509765625,"BOMV"
"Myotis formosus","Vespertilionidae",108.844131469727,"BOMV"
"Myotis fortidens","Vespertilionidae",120.722297668457,"BOMV"
"Myotis frater","Vespertilionidae",151.178634643555,"BOMV"
"Myotis gomantongensis","Vespertilionidae",158.548889160156,"BOMV"
"Myotis goudoti","Vespertilionidae",126.298561096191,"BOMV"
"Myotis grisescens","Vespertilionidae",134.314117431641,"BOMV"
"Myotis hajastanicus","Vespertilionidae",142.828002929688,"BOMV"
"Myotis hasseltii","Vespertilionidae",152.878677368164,"BOMV"
"Myotis hermani","Vespertilionidae",111.374900817871,"BOMV"
"Myotis horsfieldii","Vespertilionidae",151.535018920898,"BOMV"
"Myotis ikonnikovi","Vespertilionidae",122.05948638916,"BOMV"
"Myotis indochinensis","Vespertilionidae",152.074935913086,"BOMV"
"Myotis insularum","Vespertilionidae",95.9648818969727,"BOMV"
"Myotis izecksohni","Vespertilionidae",160.684448242188,"BOMV"
"Myotis keaysi","Vespertilionidae",116.215713500977,"BOMV"
"Myotis keenii","Vespertilionidae",105.96117401123,"BOMV"
"Myotis laniger","Vespertilionidae",170.874877929688,"BOMV"
"Myotis lavali","Vespertilionidae",108.298004150391,"BOMV"
"Myotis leibii","Vespertilionidae",98.5808486938477,"BOMV"
"Myotis levis","Vespertilionidae",119.571830749512,"BOMV"
"Myotis longicaudatus","Vespertilionidae",148.117095947266,"BOMV"
"Myotis longipes","Vespertilionidae",162.872955322266,"BOMV"
"Myotis lucifugus","Vespertilionidae",97.5680084228516,"BOMV"
"Myotis macrodactylus","Vespertilionidae",142.909286499023,"BOMV"
"Myotis macropus","Vespertilionidae",171.160995483398,"BOMV"
"Myotis macrotarsus","Vespertilionidae",162.009414672852,"BOMV"
"Myotis martiniquensis","Vespertilionidae",104.942901611328,"BOMV"
"Myotis melanorhinus","Vespertilionidae",123.945640563965,"BOMV"
"Myotis moluccarum","Vespertilionidae",156.754608154297,"BOMV"
"Myotis montivagus","Vespertilionidae",170.310272216797,"BOMV"
"Myotis morrisi","Vespertilionidae",118.691268920898,"BOMV"
"Myotis muricola","Vespertilionidae",132.391021728516,"BOMV"
"Myotis myotis","Vespertilionidae",179.165023803711,"BOMV"
"Myotis mystacinus","Vespertilionidae",94.5653991699219,"BOMV"
"Myotis nattereri","Vespertilionidae",154.361175537109,"BOMV"
"Myotis nesopolus","Vespertilionidae",106.79150390625,"BOMV"
"Myotis nigricans","Vespertilionidae",120.301139831543,"BOMV"
"Myotis nipalensis","Vespertilionidae",129.255996704102,"BOMV"
"Myotis nyctor","Vespertilionidae",157.066528320312,"BOMV"
"Myotis occultus","Vespertilionidae",138.121185302734,"BOMV"
"Myotis oreias","Vespertilionidae",146.835678100586,"BOMV"
"Myotis oxyotus","Vespertilionidae",112.63410949707,"BOMV"
"Myotis peninsularis","Vespertilionidae",160.643508911133,"BOMV"
"Myotis pequinius","Vespertilionidae",171.863616943359,"BOMV"
"Myotis petax","Vespertilionidae",142.040145874023,"BOMV"
"Myotis peytoni","Vespertilionidae",161.28630065918,"BOMV"
"Myotis pilosus","Vespertilionidae",171.182952880859,"BOMV"
"Myotis planiceps","Vespertilionidae",141.916320800781,"BOMV"
"Myotis pruinosus","Vespertilionidae",158.034332275391,"BOMV"
"Myotis punicus","Vespertilionidae",167.842758178711,"BOMV"
"Myotis ridleyi","Vespertilionidae",140.986846923828,"BOMV"
"Myotis riparius","Vespertilionidae",110.65796661377,"BOMV"
"Myotis rosseti","Vespertilionidae",151.222579956055,"BOMV"
"Myotis ruber","Vespertilionidae",121.700126647949,"BOMV"
"Myotis rufoniger","Vespertilionidae",146.200454711914,"BOMV"
"Myotis rufopictus","Vespertilionidae",120.805953979492,"BOMV"
"Myotis schaubi","Vespertilionidae",144.637481689453,"BOMV"
"Myotis scotti","Vespertilionidae",103.120681762695,"BOMV"
"Myotis secundus","Vespertilionidae",147.631454467773,"BOMV"
"Myotis septentrionalis","Vespertilionidae",117.361686706543,"BOMV"
