"","order","family","binomial","adult_mass_g","brain_mass_g","adult_body_length_mm","adult_forearm_length_mm","max_longevity_d","maturity_d","female_maturity_d","male_maturity_d","age_first_reproduction_d","gestation_length_d","teat_number_n","litter_size_n","litters_per_year_n","interbirth_interval_d","neonate_mass_g","weaning_age_d","weaning_mass_g","generation_length_d","dispersal_km","density_n_km2","hibernation_torpor","fossoriality","home_range_km2","social_group_n","dphy_invertebrate","dphy_vertebrate","dphy_plant","det_inv","det_vend","det_vect","det_vfish","det_vunk","det_scav","det_fruit","det_nect","det_seed","det_plantother","det_diet_breadth_n","trophic_level","foraging_stratum","activity_cycle","freshwater","marine","terrestrial_non.volant","terrestrial_volant","upper_elevation_m","lower_elevation_m","altitude_breadth_m","island_dwelling","island_endemicity","disected_by_mountains","glaciation","biogeographical_realm","habitat_breadth_n","foraging_aerial","foraging_arboreal","foraging_ground","foraging_marine","foraging_scansorial","island_mainland","island_marine","island_landbridge","island_endemic","bio_palearctic","bio_afrotropical","bio_antarctic","bio_australasian","bio_indomalayan","bio_nearctic","bio_neotropical","bio_oceanian","iucn_forest","iucn_savanna","iucn_shrubland","iucn_grassland","iucn_wetlands","iucn_rocky","iucn_caves","iucn_desert","iucn_marineneritic","iucn_marineoceanic","iucn_marinedeep","iucn_marineintertidal","iucn_marinecoastal","iucn_artificialterr","iucn_artificialaquatic","iucn_introducedveg","tree_match","gbif_match","iucn_moistforest","iucn_moistsavanna","relative_wing_loading","aspect_ratio","forearm_mm","median_aggregation_size","migration","mixed_species_association_n","cave_roost","cavity_roost","foliage_roost","generalist_roost","min_aridity_index","mean_aridity_index","perc80_aridity_index","pco_1","pco_2","pco_3","pco_4","pco_5","pco_6","pco_7","pco_8","pco_9","pco_10","pco_11","pco_12","pco_13","pco_14","pco_15","pco_16","pco_17"
"4467","Chiroptera","Pteropodidae","Acerodon celebensis",384.84,5.319,201.25,133.5,4947.861,NA,657.867,NA,801.61,157.206,NA,0.98,1.32,314.015,NA,145.912,NA,2390.332,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1500,0,1500,1,"Occurs only on isolated islands",1,0,"Australasian",2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Acerodon celebensis","Acerodon celebensis",1,0,NA,NA,133.5000001,NA,NA,NA,0,0,1,0,1.79141947644594,1.83855927375887,1.85427253952985,-61.5837856577067,-4.75346706104597,-21.880145227981,-40.3292997438318,2.12892163453233,-5.08808177053002,9.0429218041599,4.96656926527418,-2.03312740489737,4.78100441256927,2.37953160332422,5.56960616249556,-19.1428334352719,-3.17003373096666,-0.388456358999336,2.00672948131098,3.25872139186858
"4468","Chiroptera","Pteropodidae","Acerodon humilis",352.43,4.669,204.131,140,4464.094,NA,297.597,NA,408.384,144.65,NA,1.019,1.89,251.133,NA,132.285,NA,1689.421,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,NA,"Occurs only on isolated islands",NA,NA,"Australasian",1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Acerodon humilis","Acerodon humilis",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-61.5530185448697,-4.84282326831701,-21.9400808447008,-40.3016013276082,2.03693054520016,-5.30166446203403,9.21862050570972,4.85411877070076,-2.25593545680282,4.82972459630152,2.5276608196018,5.79405818233514,-18.9203881905819,-3.50498830999601,-0.438413260947409,2.03246172321432,3.08630049388932
"4469","Chiroptera","Pteropodidae","Acerodon jubatus",1087.04,9.649,288.202,188.04,7320.342,NA,699.123,NA,866.685,166.645,NA,1,1,369.707,NA,146.257,NA,3650,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1100,0,1100,1,"Occurs only on isolated islands",0,0,"Indomalayan",1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Acerodon jubatus","Acerodon jubatus",1,0,NA,NA,188.0400002,NA,NA,NA,0,0,1,0,1.17096823969924,1.76043439851735,2.30927669958037,-61.5252406745751,-4.94684236386802,-21.993996958216,-40.2637358792422,1.96552720425078,-5.43740522375806,9.34824347229956,4.75908119056901,-2.44244233801308,4.84367899649227,2.65516992539729,5.93651998161321,-18.6770964790477,-3.71653782672764,-0.440747903883544,2.00411538526156,2.96694827264053
"4470","Chiroptera","Pteropodidae","Acerodon leucotis",352.07,4.436,200.724,139.95,3576.227,NA,290.314,NA,397.565,143.074,NA,1.035,1.912,247.309,NA,121.6,NA,1460,NA,NA,0,2,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Ar",1,0,0,0,1,NA,0,NA,1,"Occurs only on isolated islands",1,0,"Indomalayan",1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Acerodon leucotis","Acerodon leucotis",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16216219670647,1.28829774606784,1.47750107010988,-61.1552766143229,-5.21765475719806,-22.1960154680606,-40.2388939636618,1.77621077290088,-6.20075921519131,10.2188791298554,4.69365501299191,-3.15178286513086,5.19086445026999,2.80874595019783,6.51336191880318,-18.2558800837098,-4.95239728374979,-0.57850868069448,2.17961387703462,2.43289356377255
"6650","Chiroptera","Pteropodidae","Acerodon mackloti",467.93,5.231,210.389,145.5,4716.723,NA,398.571,NA,516.639,151.431,NA,0.98,1.754,257.6,NA,135.821,NA,1825,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,450,0,450,1,"Occurs only on isolated islands",0,0,"Australasian",2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Acerodon mackloti","Acerodon mackloti",1,0,NA,NA,145.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-61.3707163779641,-5.03476109831115,-22.0615389042273,-40.2583920339525,1.91110433139815,-5.73845773177429,9.7297325601013,4.77912338346531,-2.73468792706995,5.01705607229104,2.70849767723514,6.20925087685732,-18.5078893126974,-4.36589426844009,-0.518791322331496,2.11872701987656,2.69596100212925
"4382","Chiroptera","Pteropodidae","Aethalops aequalis",13.9,0.993,73,44,6022.714,NA,676.798,NA,802.593,152.2,NA,0.995,1.149,365,NA,91.739,NA,2379.162,NA,NA,0,2,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Ar",1,0,0,0,1,NA,550,NA,1,"Occurs on large land bridge islands",0,0,"Indomalayan",2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Aethalops aequalis","Aethalops aequalis",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.8647596361561,7.16800349654939,0.357700504552192,-7.91693820675879,3.67920427722084,13.7382377013134,-14.9482604661706,-3.27714564296908,3.8441609634827,-5.35093540981248,5.24952188415434,1.42999769403808,8.91670324153591,-18.2332673627347,-0.698274901104139,2.04105851858744,4.56654829594457
"4383","Chiroptera","Pteropodidae","Aethalops alecto",15,0.718,73,46.49,4041.974,NA,544.183,NA,676.813,132.91,NA,0.99,1.59,274.531,NA,72.03,NA,1940.425,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,70,30,0,0,2,1,"Ar",1,0,0,0,1,2700,1000,1700,1,"Occurs on mainland",1,0,"Indomalayan",1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Aethalops alecto","Aethalops alecto",1,0,NA,NA,47.25000002,NA,NA,NA,NA,NA,NA,NA,1.95989935405812,2.65626008178116,2.9580258302583,-73.917353516341,7.25451845732507,0.78267798339708,-7.11958906886466,3.5895072040283,13.8832498381298,-15.225368373961,-3.56327574843972,3.65581861638505,-5.28609297065968,5.49650394981631,1.63997848317849,8.30667758417606,-18.0855392976161,-0.674866914594918,2.0722280519508,4.91898168619512
"4384","Chiroptera","Pteropodidae","Alionycteris paucidentata",16.24,0.664,63.9,44.61,3377.352,NA,350.442,NA,479.909,129.062,NA,0.996,1.768,248.202,NA,65.086,NA,1570.286,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,2250,1500,750,1,"Occurs only on isolated islands",0,0,"Indomalayan",1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alionycteris paucidentata","Alionycteris paucidentata",1,0,NA,NA,44.60999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-74.2013555413326,7.78153019091622,3.64073002578533,-1.60225109048766,2.84082279059433,14.1967179896719,-16.4321841805958,-5.54489591772,2.09336742220534,-4.84938717577994,7.51959076291929,3.44966529698063,4.58012991678081,-15.8181064141687,-0.535567491198255,2.14679019214134,7.28981606762179
"5020","Chiroptera","Phyllostomidae","Ametrida centurio",11.305,0.29,55,29,6025.173,NA,343.884,NA,475.773,111.907,NA,1,1.91,244.586,NA,38.145,NA,2037.805,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,2100,NA,NA,0,"Occurs on mainland",1,0,"Neotropical",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ametrida centurio","Ametrida centurio",1,0,NA,NA,29.00000001,NA,NA,NA,0,0,1,0,0.735529505744634,1.36093240270177,1.60204280129481,21.5806318855609,-50.2535951704452,-10.9803416250859,12.0024286622004,-10.5860460083277,12.409344310288,-4.44536168475739,15.9699543246691,-1.27240956331483,10.7838604962172,-1.92387297142183,7.76974075788438,6.34622120829494,5.01795438787957,-4.11022626857805,5.2047627722147,4.82364172909528
"4873","Chiroptera","Furipteridae","Amorphochilus schnablii",4.15,0.215,50.968,35.99,5996.844,NA,505.731,NA,617.192,119.667,NA,0.995,1,362.626,0.06,67.502,NA,2190,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2000,50,1950,0,"Occurs on mainland",1,0,"Neotropical",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Amorphochilus schnablii","Amorphochilus schnablii",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.95272433138353,-33.9046667569969,-25.5961603928707,-13.3309995348344,-16.1368625706354,-27.0648113146512,11.6656915767714,-19.0253153529556,-13.0254611457595,-3.75791166210223,4.17081853201115,-0.0603393899129554,20.5620490200497,17.6432173893861,0.855058662495651,-2.40771530257885,11.9579137899133
"4914","Chiroptera","Phyllostomidae","Anoura aequatoris",11.155,0.422,57.16,36.25,4819.391,NA,379.177,NA,493.636,107.97,NA,0.995,1.729,243.64,2.14,54.401,NA,2019.922,NA,NA,0,2,NA,NA,30,0,70,30,0,0,0,0,0,30,40,0,0,3,2,"Ar",1,0,0,0,1,2880,200,2680,NA,NA,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Anoura caudifer","Anoura aequatoris",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35605698906297,1.97977131441438,2.10393925525919,18.5248277180542,-47.4994014045966,-19.7990260316472,9.77586544592517,-23.8174068656533,-13.8551905005812,-7.79442609104527,-13.3712042671109,6.79610412286845,-9.03216074750758,0.658984468992394,-7.12486727256343,-5.19854427555011,-3.71601141082708,1.15220404681911,-0.999185439561189,-1.26272756748624
"4915","Chiroptera","Phyllostomidae","Anoura cadenai",11.155,0.422,57.16,36.25,4707.583,NA,427.843,NA,532.35,107.97,NA,0.995,1.666,249.319,2.14,56.531,NA,2040.048,NA,NA,0,2,NA,NA,30,0,70,30,0,0,0,0,0,30,40,0,0,3,2,"Ar",1,0,0,0,1,1600,800,800,NA,NA,NA,NA,"Neotropical",1,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Anoura caudifer","Anoura cadenai",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41696931130968,3.03373071521724,3.70313715114103,18.5248277180542,-47.4994014045966,-19.7990260316472,9.77586544592517,-23.8174068656533,-13.8551905005812,-7.79442609104527,-13.3712042671109,6.79610412286845,-9.03216074750758,0.658984468992394,-7.12486727256343,-5.19854427555011,-3.71601141082708,1.15220404681911,-0.999185439561189,-1.26272756748624
"6666","Chiroptera","Phyllostomidae","Anoura carishina",15.2,0.583,73,42.66,3650,NA,500.387,NA,630.647,121.76,NA,1,1,365,5.1,62.5,8.24,1963.008,NA,NA,0,2,NA,NA,30,0,70,30,0,0,0,0,0,30,40,0,0,3,3,"Ar",1,0,0,0,1,3600,400,3200,NA,NA,NA,NA,NA,3,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Anoura geoffroyi","Anoura latidens",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.557256252086118,1.32212130189483,1.71837376765295,18.583390244215,-47.6376124399471,-19.7408477207661,9.95054657632898,-23.7592005784309,-13.3590195974779,-8.05021524328777,-12.8974470947424,7.07384706700291,-8.87819844332427,0.419201309180044,-7.23263036073768,-5.52270837722899,-3.79577217695017,1.1684110198857,-1.25873248674223,-1.60756247890504
"4916","Chiroptera","Phyllostomidae","Anoura caudifer",11.155,0.422,57.16,36.25,4707.583,NA,427.843,NA,532.35,107.97,NA,0.995,1.666,249.319,2.14,56.531,NA,2040.048,NA,NA,0,2,NA,NA,30,0,70,30,0,0,0,0,0,30,40,0,0,3,2,"Ar",1,0,0,0,1,2880,200,2680,0,"Occurs on mainland",1,0,"Neotropical",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Anoura caudifer","Anoura caudifer",1,0,NA,NA,37.10000003,10,NA,10.9999999994386,0,0,0,1,0.393868433479475,1.61259817824458,1.91282560081388,18.5248277180542,-47.4994014045966,-19.7990260316472,9.77586544592517,-23.8174068656533,-13.8551905005812,-7.79442609104527,-13.3712042671109,6.79610412286845,-9.03216074750758,0.658984468992394,-7.12486727256343,-5.19854427555011,-3.71601141082708,1.15220404681911,-0.999185439561189,-1.26272756748624
"4917","Chiroptera","Phyllostomidae","Anoura cultrata",17.39,0.556,78,42.8,4680.145,NA,346.051,NA,457.491,116.695,NA,1.22,1.749,243.755,3.65,56.366,NA,1967.697,NA,NA,0,2,NA,NA,30,0,70,30,0,0,0,0,0,30,40,0,0,3,1,"Ar",1,0,0,0,1,2600,50,2550,0,"Occurs on mainland",1,0,"Neotropical",2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Anoura cultrata","Anoura cultrata",1,0,NA,6.500000005,42.8,10.5,NA,6.00000000215992,0,0,0,1,0.72917646351668,1.61739659222476,1.8882275796079,18.4871358597844,-47.3850809983933,-19.8248560300865,9.67481721821639,-23.8691309685029,-14.1364618866013,-7.65708711158712,-13.6283529276865,6.60861510753424,-9.11657561937286,0.81408205442758,-7.07038097164797,-4.93070897104552,-3.55061835431823,1.19148733280075,-0.84886979786283,-0.912869592729555
"4918","Chiroptera","Phyllostomidae","Anoura fistulata",13,0.526,69.145,NA,4698.056,NA,457.926,NA,576.903,118.657,NA,1.006,1.598,250.095,NA,63.064,NA,2099.405,NA,NA,0,2,NA,NA,10,0,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Ar",1,0,0,0,1,2510,1175,1335,NA,"Occurs on mainland",NA,NA,"Neotropical",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Anoura fistulata","Anoura fistulata",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74534421015267,2.10577456469011,2.1555539804388,18.5547131087412,-47.5808417115851,-19.7761775235745,9.85621822019371,-23.7926563873122,-13.6159615719063,-7.90880317732391,-13.117865124642,6.90164152123949,-8.93041766175189,0.556876686114595,-7.14663428342944,-5.34095378260912,-3.773177664751,1.16578248189543,-1.14640156658523,-1.4425364210247
"4919","Chiroptera","Phyllostomidae","Anoura geoffroyi",15.2,0.583,73,42.66,3650,NA,500.387,NA,630.647,121.76,NA,1,1,365,5.1,62.5,8.24,1963.008,NA,NA,0,2,NA,NA,30,0,70,30,0,0,0,0,0,30,40,0,0,3,3,"Ar",1,0,0,0,1,3600,400,3200,0,"Occurs on mainland",1,0,"Neotropical",3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,"Anoura geoffroyi","Anoura geoffroyi",1,0,51.74125703,7.199999993,42.65999999,11.49999999,0,21.9999999978102,0,0,0,1,0.241667209296482,1.30944782062889,1.73727223017016,18.583390244215,-47.6376124399471,-19.7408477207661,9.95054657632898,-23.7592005784309,-13.3590195974779,-8.05021524328777,-12.8974470947424,7.07384706700291,-8.87819844332427,0.419201309180044,-7.23263036073768,-5.52270837722899,-3.79577217695017,1.1684110198857,-1.25873248674223,-1.60756247890504
"4921","Chiroptera","Phyllostomidae","Anoura latidens",15.06,0.53,73.213,43,4553.727,NA,330.689,NA,436.309,113.882,NA,1.022,1.789,239.215,NA,53.098,NA,1873.835,NA,NA,0,2,NA,NA,30,0,70,30,0,0,0,0,0,30,40,0,0,3,2,"Ar",1,0,0,0,1,2100,50,2050,0,"Occurs on mainland",1,0,"Neotropical",3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,"Anoura latidens","Anoura latidens",1,0,NA,6.500000005,43.00000004,NA,NA,NA,0,0,0,1,0.557256252086118,1.32212130189483,1.71837376765295,18.6184244523467,-47.6694908852347,-19.693186851338,10.0694793926873,-23.7478638343469,-13.1638527770447,-8.14546418250406,-12.722626379532,7.14220699897531,-8.80451277571334,0.3750763776949,-7.18606735803785,-5.5189213499881,-3.95946330248312,1.13466802672,-1.36290037185343,-1.76397773705393
"4922","Chiroptera","Phyllostomidae","Anoura luismanueli",8.5,0.422,61.493,NA,4739.27,NA,396.162,NA,503.669,113.934,NA,1.013,1.679,246.28,NA,56.812,NA,2025.655,NA,NA,0,2,NA,NA,20,0,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,"Ar",1,0,0,0,1,2400,1100,1300,NA,"Occurs on mainland",NA,NA,"Neotropical",2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Anoura luismanueli","Anoura luismanueli",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3823555961295,1.72501448509425,1.85312060235717,18.4769875779432,-47.3343953157482,-19.8109264849522,9.64431125859738,-23.8517704175382,-14.2168438843979,-7.6180992475872,-13.7234855195551,6.56595451356469,-9.16351702775307,0.854828378105754,-7.08168109136817,-4.83625108850659,-3.45840824838334,1.20685613587854,-0.761415361340185,-0.764692274283804
"4923","Chiroptera","Phyllostomidae","Anoura peruana",15.2,0.583,73,42.66,3650,NA,534.063,NA,674.616,121.76,NA,1,1,365,5.1,62.5,8.24,2024.586,NA,NA,0,2,NA,NA,30,0,70,30,0,0,0,0,0,30,40,0,0,3,3,"Ar",1,0,0,0,1,3600,400,3200,NA,NA,NA,NA,NA,4,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,"Anoura geoffroyi","Anoura peruana",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.788692591829411,1.53526628753768,1.69797112060292,18.583390244215,-47.6376124399471,-19.7408477207661,9.95054657632898,-23.7592005784309,-13.3590195974779,-8.05021524328777,-12.8974470947424,7.07384706700291,-8.87819844332427,0.419201309180044,-7.23263036073768,-5.52270837722899,-3.79577217695017,1.1684110198857,-1.25873248674223,-1.60756247890504
"4580","Chiroptera","Hipposideridae","Anthops ornatus",17.94,0.496,70.605,49.5,4983.004,NA,606.453,NA,737.419,108.466,NA,1.045,1.014,363.624,NA,73.655,NA,2265.105,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,200,0,200,1,"Occurs only on isolated islands",0,0,"Australasian",1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,"Anthops ornatus","Anthops ornatus",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-74.5010092616622,8.87337563574072,10.7169153090678,12.6609065086635,0.453089476555316,11.9338305341662,-15.9648871010092,-9.41203176657586,-1.83632881481086,-3.9171213494253,12.2727080887005,7.76498395700645,-1.64146515807598,-1.48367695540632,-0.165474386533265,0.845236066512074,8.53598326302268
"5518","Chiroptera","Vespertilionidae","Antrozous pallidus",22,0.465,83.251,54.53,5402,365.083,365,365,365,60.505,NA,2,1.661,278.852,3.1,50,13.16,1524.057,NA,NA,1,2,NA,NA,80,20,0,80,0,20,0,0,0,0,0,0,0,2,3,"G",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",1,0,"Nearctic, Neotropical",3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Antrozous pallidus","Antrozous pallidus",1,0,31.28252344,6.1,52.00000004,110,1,NA,0,0,0,1,0.0276245647620492,0.269927183452066,0.346254071661238,32.0923419203862,35.741051415911,-30.150058861346,14.9711714701161,11.0273678009888,-3.18136723874101,-4.63318353039874,4.71085216723972,-6.02662395417659,-12.3619161186976,-9.3822556620319,8.2538031956661,-0.73098000155979,0.302516138749204,3.24822764796265,0.446732507850593,0.503560030903628
"4415","Chiroptera","Pteropodidae","Aproteles bulmerae",623.91,5.706,245.47,166.24,5059.042,NA,681.868,NA,829.028,154.724,NA,1,1,361.923,NA,142.427,NA,2379.607,NA,NA,0,2,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Ar",1,0,0,0,1,2400,500,1900,NA,"Occurs on large land bridge islands",NA,NA,"Australasian",2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,"Aproteles bulmerae","Aproteles bulmerae",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.9528494165639,7.37652736142245,1.41060699110248,-5.93116032178122,3.45797624146403,14.1192973612731,-15.669596099359,-4.00774660716405,3.37013244568162,-5.18180969053428,5.76311653452621,1.85773797021313,7.51924474072017,-17.9745785478461,-0.630234050231566,2.10949190032451,5.4348920484253
"5021","Chiroptera","Phyllostomidae","Ardops nichollsi",19.23,0.61,68.744,48.56,6349.657,NA,301.337,NA,417.834,113.7,NA,0.995,2,231.946,2.52,47.39,NA,1915.937,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,1,"Occurs only on isolated islands",0,0,"Neotropical",2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Ardops nichollsi","Ardops nichollsi",1,0,NA,NA,50.79999997,NA,NA,NA,0,0,1,0,0.762111451269245,1.1315063924262,1.37515130431802,21.3890074659811,-50.1522037524127,-11.6022307698108,12.21113133195,-11.4148848473591,12.153398617443,-4.8690486036522,15.8795851192239,-0.535554304793618,11.2130532635627,-2.43432836582962,8.36656974215204,6.30604509177272,4.96473389553558,-4.55230650730303,6.60805407974407,4.08570961199783
"6672","Chiroptera","Vespertilionidae","Arielulus aureocollaris",14.5,0.354,78.215,NA,6530.284,NA,431.745,NA,500.069,80.729,NA,1.42,1.005,364.537,NA,44.293,NA,2056.42,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2000,NA,NA,NA,"Occurs on mainland",NA,NA,"Indomalayan",1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Arielulus aureocollaris","Thainycteris aureocollaris",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00281965494235,1.21697801194709,1.38830469755088,32.7102010652949,36.7447011915965,-30.2821922473951,14.9379474099971,11.0877555794096,-2.73787580076017,-3.998526230398,3.97418808395398,-5.01725816398899,-8.58395889131909,-5.20560102605251,3.82478085416172,-0.461291277699045,-0.0892756306562139,-1.15575780511854,0.906574032105096,-1.30743652670336
"5534","Chiroptera","Vespertilionidae","Arielulus circumdatus",10.4,0.23,66.05,40.5,4054.73,NA,350.196,NA,412.016,77.035,NA,1.669,1.034,362.821,NA,39.603,NA,1654.901,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2100,1300,800,0,"Occurs on mainland",0,0,"Indomalayan",1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Arielulus circumdatus","Arielulus circumdatus",1,0,NA,NA,40.49999998,NA,NA,NA,NA,NA,NA,NA,0.81567859690034,1.36890348885464,1.48815491912181,32.5980507872142,36.6076334938719,-30.3890292855291,15.0151831294604,11.1288021227684,-2.84804704825677,-4.17457849888994,4.2023731272209,-5.33933226405274,-9.55261478696987,-6.15558416176818,4.77447644014094,-0.538155851235099,-0.00332166691077012,-0.387772801186255,0.932469000918544,-1.00886890215405
"5535","Chiroptera","Vespertilionidae","Arielulus cuprosus",6.91,0.207,62.692,35.49,5919.695,NA,389.157,NA,449.746,69.997,NA,1.482,1.008,364.585,NA,42.2,NA,1977.52,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1784,0,1784,NA,"Occurs on large land bridge islands",NA,NA,"Indomalayan",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Arielulus cuprosus","Arielulus cuprosus",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59013752725529,2.78591139473399,2.88379832847334,32.6510107770869,36.6749337013209,-30.3322370688128,14.9733047560798,11.0904831187916,-2.79596853075474,-4.09831155188252,4.10857137780968,-5.20430449327409,-9.1360428663854,-5.74848370188773,4.37017700227899,-0.503190982914126,-0.0412761666328892,-0.698020903903166,0.921523972959811,-1.14061813583346
