"","order","family","binomial","adult_mass_g","brain_mass_g","adult_body_length_mm","adult_forearm_length_mm","max_longevity_d","maturity_d","female_maturity_d","male_maturity_d","age_first_reproduction_d","gestation_length_d","teat_number_n","litter_size_n","litters_per_year_n","interbirth_interval_d","neonate_mass_g","weaning_age_d","weaning_mass_g","generation_length_d","dispersal_km","density_n_km2","hibernation_torpor","fossoriality","home_range_km2","social_group_n","dphy_invertebrate","dphy_vertebrate","dphy_plant","det_inv","det_vend","det_vect","det_vfish","det_vunk","det_scav","det_fruit","det_nect","det_seed","det_plantother","det_diet_breadth_n","trophic_level","foraging_stratum","activity_cycle","freshwater","marine","terrestrial_non.volant","terrestrial_volant","upper_elevation_m","lower_elevation_m","altitude_breadth_m","island_dwelling","island_endemicity","disected_by_mountains","glaciation","biogeographical_realm","habitat_breadth_n","foraging_aerial","foraging_arboreal","foraging_ground","foraging_marine","foraging_scansorial","island_mainland","island_marine","island_landbridge","island_endemic","bio_palearctic","bio_afrotropical","bio_antarctic","bio_australasian","bio_indomalayan","bio_nearctic","bio_neotropical","bio_oceanian","iucn_forest","iucn_savanna","iucn_shrubland","iucn_grassland","iucn_wetlands","iucn_rocky","iucn_caves","iucn_desert","iucn_marineneritic","iucn_marineoceanic","iucn_marinedeep","iucn_marineintertidal","iucn_marinecoastal","iucn_artificialterr","iucn_artificialaquatic","iucn_introducedveg","tree_match","gbif_match","iucn_moistforest","iucn_moistsavanna","relative_wing_loading","aspect_ratio","forearm_mm","median_aggregation_size","migration","mixed_species_association_n","cave_roost","cavity_roost","foliage_roost","generalist_roost","min_aridity_index","mean_aridity_index","perc80_aridity_index","pco_1","pco_2","pco_3","pco_4","pco_5","pco_6","pco_7","pco_8","pco_9","pco_10","pco_11","pco_12","pco_13","pco_14","pco_15","pco_16","pco_17"
"4732","Chiroptera","Rhinolophidae","Rhinolophus madurensis",9.8,0.294,65.598,NA,5497.607,NA,602.341,NA,729.752,105.734,NA,1.093,1.016,364.051,NA,62.964,NA,2219.157,NA,NA,0,2,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"A",1,0,0,0,1,500,0,500,NA,"Occurs on large land bridge islands",NA,NA,"Indomalayan",2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Rhinolophus madurensis","Rhinolophus madurensis",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.9336278977728,9.3158432645867,19.3312859840362,32.4065671787844,-4.01471856854281,-4.50065633517461,3.46466039044492,-3.95081046354342,-8.97386292414513,7.84704224360388,-11.0888102057797,-5.2252046608179,-0.451625489824287,-0.00475831635111867,-0.214668661184834,-0.284432464224671,-7.36932066247166
"4733","Chiroptera","Rhinolophidae","Rhinolophus maendeleo",6,0.268,60.968,NA,5946.925,NA,612.217,NA,729.67,100.904,NA,1.067,1.012,364.227,NA,62.906,NA,2339.604,NA,NA,1,2,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"A",1,0,0,0,1,1900,NA,NA,NA,"Occurs on mainland",NA,NA,"Afrotropical",1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Rhinolophus maendeleo","Rhinolophus maendeleo",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.935959904243715,0.935959904243715,0.935959904243715,-70.4817159211962,9.26868112238274,19.7600609701688,33.6030241860966,-4.41280748115361,-7.5850823612611,8.01613936872523,0.0786801387347088,-6.25132172758479,7.47630948678472,-13.4257766675401,-7.57100441806538,-0.332175949721714,-4.68812720920734,0.0727153436415476,0.503477243656941,3.83585411225283
"4734","Chiroptera","Rhinolophidae","Rhinolophus malayanus",6.73,0.202,60.395,41.49,4999.186,NA,582.129,NA,702.606,103.914,NA,1.036,1.01,363.719,NA,54.987,NA,2105.503,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1200,0,1200,0,"Occurs on mainland",1,0,"Indomalayan",3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,"Rhinolophus malayanus","Rhinolophus malayanus",1,0,NA,NA,43.05000002,NA,NA,0.999999999972362,1,0,0,0,0.780940547385939,1.08169117598326,1.48198809946746,-69.2179493551484,8.98610462722998,19.4276133264998,33.4876529285037,-4.56491942405496,-10.0287580191314,11.8040137298775,4.40633368671442,-1.67538521776085,4.54357777283461,-10.2517657689511,-6.39816401549352,-0.280143337200545,-4.76569589174076,0.349708571724217,0.669786386130195,10.9159900036769
"4735","Chiroptera","Rhinolophidae","Rhinolophus marshalli",5.02,0.226,57.653,45.5,5323.473,NA,579.533,NA,706.745,105.314,NA,1.029,1.018,363.921,NA,57.764,NA,2174.485,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,800,0,800,0,"Occurs on mainland",1,0,"Indomalayan",4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,"Rhinolophus marshalli","Rhinolophus marshalli",1,0,20.3598745,4.709999999,45.50000004,NA,NA,0.999999999972362,1,0,0,0,0.882157191309886,1.33750585835162,1.46735785976951,-68.5535272380022,8.83176511778095,19.0280664056922,32.9230793687554,-4.53565753702701,-11.1728188174759,13.7586479005443,7.04019760545836,1.27825611061526,2.64203588149281,-8.30258262108569,-5.72402366612352,0.0372068595402216,-4.10486551556455,0.489566206022811,0.524029338026978,12.3499463260854
"4736","Chiroptera","Rhinolophidae","Rhinolophus mcintyrei",8.98,0.279,64.42,45.74,4961.945,NA,613.803,NA,726.244,105.508,NA,1.033,1.012,364.545,NA,63.09,NA,2180.156,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1600,270,1330,NA,NA,NA,NA,"Indomalayan",1,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rhinolophus arcuatus","Rhinolophus mcintyrei",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.3259609941429,9.24620044504677,19.8109771496512,33.7814474740682,-4.47045875202089,-8.02570569245008,8.66494318961742,0.716189501821747,-5.68140960323358,7.19777692091829,-13.2925367974176,-7.62045215273094,-0.34672849464614,-5.14693762486143,0.124450404076955,0.604804539295387,5.76355454246372
"4737","Chiroptera","Rhinolophidae","Rhinolophus megaphyllus",8.65,0.26,63.077,47.21,2737.5,730.5,730.5,730.5,855.64,125.14,NA,1,1,362.048,1.29,56.61,NA,2306.438,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1600,0,1600,0,"Occurs on mainland",1,0,"Australasian",3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,"Rhinolophus megaphyllus","Rhinolophus megaphyllus",1,0,34.57984385,6.1,47.54999997,NA,NA,1.99999999960017,0,0,0,1,0.196898516661606,0.902459384846757,1.14083344178567,-67.668785457691,8.91867809241056,19.1111408177789,33.242113060175,-4.72534318683138,-15.1987033456154,20.4183366938153,16.2146413692252,12.073595554386,-4.60622967116783,0.27701368355739,-2.1649826530188,1.12954654014993,-1.79421720967263,0.600644188888856,-0.0479653521212377,10.6399478922565
"4738","Chiroptera","Rhinolophidae","Rhinolophus mehelyi",14.03,0.31,64,48.5,5893.81,NA,670.387,NA,788.259,103.429,NA,2,1,362.64,NA,64.111,NA,3285,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2000,0,2000,0,"Occurs on mainland",1,0,"Indomalayan, Palearctic",2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Rhinolophus mehelyi","Rhinolophus mehelyi",0,0,45.5648566,6.21599312071429,48.50000004,265,0,2.99999999926614,1,0,0,0,0.219757574610662,0.818371908923799,1.2038357796612,-70.8197020451308,9.31611064850102,19.5977328388435,33.0775303419387,-4.22759503960736,-5.99370075463958,5.62281281243759,-2.21350768057298,-8.01393471449302,7.95214903134204,-12.5269269203846,-6.44284140960871,-0.428584528712916,-2.23001304885885,-0.124909273969834,0.0817439630226271,-3.08183958570521
"4739","Chiroptera","Rhinolophidae","Rhinolophus microglobosus",7.92,0.285,62.584,45.28,5192.727,NA,605.365,NA,722.873,106.069,NA,0.99,1,364.215,NA,61.648,NA,2171.619,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,NA,NA,NA,NA,"Indomalayan",2,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Rhinolophus stheno","Rhinolophus microglobosus",1,0,0.00263687501450746,5.1,NA,NA,NA,NA,NA,NA,NA,NA,0.780940547385939,0.780940547385939,0.780940547385939,-70.1683428022565,9.21574981046134,19.8010772758158,33.8353703409867,-4.50558397781946,-8.51839926917871,9.46029316655348,1.72590636502674,-4.5435635686373,6.4563804069296,-12.5900864936783,-7.45002363090616,-0.19488327217157,-5.4064472356555,0.207773047825568,0.654839042201077,7.96441661016421
"4740","Chiroptera","Rhinolophidae","Rhinolophus mitratus",27.55,2.994,109.929,57.5,5536.122,NA,647.23,NA,780.49,137.367,NA,1.101,1.05,362.509,NA,96.007,NA,2468.838,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,300,300,0,NA,"Occurs on mainland",NA,NA,"Indomalayan",NA,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Rhinolophus mitratus","Rhinolophus mitratus",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.2486022884758,9.23134728351346,19.8026251507097,33.8010460231585,-4.4867087549756,-8.33369011285027,9.18519563247343,1.44598407553371,-4.80926398871631,6.60586450032706,-12.7453960257203,-7.50533831265126,-0.139177979780421,-5.35199042905782,0.191412405558541,0.628404384371257,7.43237857335138
"4742","Chiroptera","Rhinolophidae","Rhinolophus montanus",10.91,0.335,64.475,NA,5310.687,NA,621.641,NA,735.313,103.989,NA,1.027,1.011,364.526,NA,65.171,NA,2266.298,NA,NA,1,2,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"A",1,0,0,0,1,1220,40,1180,NA,"Occurs only on isolated islands",NA,NA,"Australasian",1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Rhinolophus montanus","Rhinolophus montanus",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.0125879816392,9.18284568756509,19.7645062830202,33.8273218172528,-4.5225881975737,-8.85039532466984,10.0011061385313,2.46001268560986,-3.64472413182814,5.80408556533425,-11.8180491468734,-7.15276757729868,-0.0842837891785562,-5.25871164250108,0.261947302246168,0.639183152691524,8.99742889444195
"4745","Chiroptera","Rhinolophidae","Rhinolophus mossambicus",25.99,0.63,73.422,64.35,6485.855,NA,675.999,NA,792.852,92.54,NA,0.99,1,364.134,NA,66.655,NA,2600.151,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,NA,NA,NA,NA,"Afrotropical",3,1,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Rhinolophus mossambicus","Rhinolophus mossambicus",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.181943301576061,0.181943301576061,0.181943301576061,-70.9179730401948,9.3255948032986,19.4838355695765,32.768320267305,-4.12548107042783,-5.28139248695985,4.60538869426274,-2.99923593278165,-8.41531915835875,7.87361488114104,-11.8900226168985,-5.93236389028883,-0.341063152742363,-1.2386486869469,-0.160889588266189,-0.103607521515488,-5.08734226544108
"4746","Chiroptera","Rhinolophidae","Rhinolophus nereis",13.65,0.373,69.194,45,5116.31,NA,610.062,NA,734.666,109.02,NA,1.034,1.008,363.591,NA,63.203,NA,2228.038,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,"Occurs on large land bridge islands",NA,NA,"Indomalayan",NA,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Rhinolophus nereis","Rhinolophus nereis",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.2693224520876,9.23599309279896,19.8090658270451,33.8039773884938,-4.48327069588099,-8.24213082393859,9.02790589559135,1.21931375362974,-5.08431201223486,6.79554148528678,-12.9355114407825,-7.55670585216638,-0.191595044663623,-5.29849355029784,0.173255945022763,0.620640466085065,6.97658326973591
"4748","Chiroptera","Rhinolophidae","Rhinolophus osgoodi",12.39,0.378,67.822,43.5,5486.373,NA,638.961,NA,747.143,102.233,NA,1.028,1.01,364.482,NA,65.09,NA,2337.632,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,"Occurs on mainland",NA,NA,"Palearctic",1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Rhinolophus osgoodi","Rhinolophus osgoodi",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.8158835579462,9.31475417633428,19.5907476125723,33.0629732509271,-4.22341361452293,-5.95884138491459,5.56862309969376,-2.26585107731612,-8.04863133785227,7.95099557833062,-12.4662848043284,-6.38601284801057,-0.444713226285398,-2.12824062319132,-0.130407474066186,0.0675280608707552,-3.29464570155079
"7191","Chiroptera","Rhinolophidae","Rhinolophus paradoxolophus",8.17,0.267,61.788,54,5173.133,NA,606.371,NA,719.8,106.335,NA,1,1.01,364.077,NA,60.764,NA,2217.03,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",1,0,"Indomalayan",2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Rhinolophus paradoxolophus","Rhinolophus rex",0,0,25.52873858,5.389999998,54.47500001,NA,NA,NA,1,0,0,0,1.00296825277308,1.38372965650181,1.60411398103738,-68.7272526231193,8.84894699665099,19.0729423719269,32.96089277626,-4.51902772045668,-10.5876045921448,12.7718030125683,5.74200696552797,-0.142001669844456,3.5249242154038,-9.20544332294475,-6.0342244877424,-0.112107828539627,-4.30057981513634,0.444435340365103,0.588596079487522,11.8807720242273
"4749","Chiroptera","Rhinolophidae","Rhinolophus pearsonii",11.55,0.332,66.657,52,5256.379,NA,607.435,NA,727.095,104.076,NA,1.057,1.008,363.987,NA,60.322,NA,2243.155,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,3077,610,2467,0,"Occurs on mainland",1,0,"Indomalayan",2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,"Rhinolophus pearsonii","Rhinolophus pearsonii",1,0,29.11349274,4.990000004,52.00000004,34.99999997,NA,0.999999999972362,1,0,0,0,1.00296825277308,1.61716591642706,2.21283492897794,-70.5323821019511,9.27572157213122,19.739219601489,33.5329870891482,-4.38845294353735,-7.35552982792022,7.66032584602544,-0.309227543630054,-6.61804843463928,7.65912683289266,-13.4888722585216,-7.51194902378014,-0.364574768398621,-4.37731111954735,0.0392042372774678,0.445807705229942,2.67279517785579
"4750","Chiroptera","Rhinolophidae","Rhinolophus perditus",7.617,0.179,60.624,39.02,4324.898,NA,555.051,NA,664.429,102.583,NA,1,1.115,347.389,2.57,41.85,6.41,1988.991,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Rhinolophus pusillus","Rhinolophus perditus",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-67.4559890725208,9.10570433125382,19.354836990485,33.6366395413566,-4.83403620269086,-17.3634865598302,23.9966383906152,21.5080473264289,18.725287343408,-9.24085657710019,5.95831388760299,0.224813571186583,1.86855232814399,-0.0517583474432723,0.579918472474115,-0.407996840745769,7.16174408367893
"4752","Chiroptera","Rhinolophidae","Rhinolophus philippinensis",10.91,0.331,64.822,51,5357.965,NA,611.534,NA,731.796,105.13,NA,1.034,1.005,364.364,NA,63.666,NA,2245.519,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1500,200,1300,1,"Occurs on mainland",0,0,"Australasian, Indomalayan",2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Rhinolophus philippinensis","Rhinolophus philippinensis",1,0,NA,NA,52.00000004,NA,NA,NA,0,0,0,1,0.227457047753319,2.37712546492263,4.02557933054333,-67.7110670250048,8.89629289225224,19.0790423593414,33.1847791051202,-4.70682320893119,-14.7922493007057,19.7275060829203,15.1898083666808,10.8045598771376,-3.73161241400307,-0.762877398471216,-2.57971523643577,0.983338563774169,-2.13848819448198,0.588684622493186,0.0353816708468651,11.1479729698909
"4753","Chiroptera","Rhinolophidae","Rhinolophus proconsulis",8.98,0.302,64.416,45.74,4880.862,NA,607.085,NA,723.593,105.527,NA,1.031,1.011,364.225,NA,62.903,NA,2150.714,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Indomalayan",1,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rhinolophus arcuatus","Rhinolophus proconsulis",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.3259609941429,9.24620044504677,19.8109771496512,33.7814474740682,-4.47045875202089,-8.02570569245008,8.66494318961742,0.716189501821747,-5.68140960323358,7.19777692091829,-13.2925367974176,-7.62045215273094,-0.34672849464614,-5.14693762486143,0.124450404076955,0.604804539295387,5.76355454246372
"4755","Chiroptera","Rhinolophidae","Rhinolophus pusillus",7.617,0.179,60.624,39.02,4324.898,NA,555.051,NA,664.429,102.583,NA,1,1.115,347.389,2.57,41.85,6.41,1988.991,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",1,0,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Rhinolophus pusillus","Rhinolophus pusillus",1,0,28.77992787,5.089999996,37.59000002,752.9999997,NA,NA,1,0,0,0,0.625140244376683,1.17168080808858,1.60839445059983,-67.4559890725208,9.10570433125382,19.354836990485,33.6366395413566,-4.83403620269086,-17.3634865598302,23.9966383906152,21.5080473264289,18.725287343408,-9.24085657710019,5.95831388760299,0.224813571186583,1.86855232814399,-0.0517583474432723,0.579918472474115,-0.407996840745769,7.16174408367893
"4757","Chiroptera","Rhinolophidae","Rhinolophus rex",32.62,0.606,77.161,60.99,5316.528,NA,611.539,NA,740.028,103.071,NA,1.032,1.005,363.985,NA,64.438,NA,2262.487,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",1,0,"Indomalayan, Palearctic",2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Rhinolophus rex","Rhinolophus rex",1,0,NA,NA,60.98999995,NA,NA,NA,1,0,0,0,1.00296825277308,1.38372965650181,1.60411398103738,-68.4935626114199,8.86039580360051,19.0837586155849,33.0347132500587,-4.56540126664272,-11.487119071847,14.2410830206858,7.64546962431354,1.95676487415143,2.20002917811595,-7.76991351800296,-5.48376910095398,0.11691815344929,-4.05231944011113,0.487138524589474,0.497931913120841,12.475474913987
"4759","Chiroptera","Rhinolophidae","Rhinolophus robinsoni",8.54,0.278,62.198,44,5410.747,NA,602.658,NA,725.919,104.864,NA,1.07,1.005,364.304,NA,58.857,NA,2236.742,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",1,0,"Indomalayan",2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Rhinolophus robinsoni","Rhinolophus robinsoni",0,0,NA,NA,43.99999995,NA,NA,NA,0,0,0,1,2.43839971096456,2.43839971096456,2.43839971096456,-68.0631900903171,8.84327451174074,19.0406268289497,33.0683791154233,-4.63760083682312,-13.2055452226022,17.1098679008904,11.5385313027517,6.4655376048225,-0.816348535783217,-4.25139400314465,-4.04937873523296,0.607709593712813,-3.10680601787081,0.567080190152881,0.259627540344616,12.2920775936417
"4760","Chiroptera","Rhinolophidae","Rhinolophus rouxii",12.25,0.324,68.139,48.99,1825,451.11,451.11,NA,735.06,123.54,NA,0.99,1,349.195,2.86,59.42,11,1051.143,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,"Occurs on mainland",NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Rhinolophus rouxii","Rhinolophus rouxii",1,0,2.80239554292697,6.83666666666667,48.98999995,1001.500001,0,NA,0,0,0,1,0.763903319416297,1.85646934404054,2.64692336136232,-70.1474074013101,9.21234085180312,19.8020132608515,33.8456836238159,-4.50923046030776,-8.56100678883932,9.52862579150768,1.82065083742096,-4.42343757071375,6.3667508797675,-12.491001456072,-7.41709885543131,-0.161523493394385,-5.39763721066359,0.216415858818785,0.65172888626431,8.13335805672842
"4761","Chiroptera","Rhinolophidae","Rhinolophus rufus",30,0.819,80.272,NA,5256.994,NA,622.189,NA,753.569,114.003,NA,1.013,1.01,363.681,NA,79.693,NA,2324.298,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,350,0,350,NA,"Occurs only on isolated islands",NA,NA,"Indomalayan",2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Rhinolophus rufus","Rhinolophus rufus",1,0,NA,NA,70.25000007,NA,NA,NA,1,0,0,0,1.29044941445443,1.77622685260055,2.15319415605171,-70.7016029096371,9.30359427125891,19.6810024794231,33.3140473304798,-4.30073750721784,-6.53172629191799,6.41074070318223,-1.5307329269473,-7.57374516221812,7.9218264448107,-12.9491148234107,-6.84132597903181,-0.511237759283266,-3.06293420645724,-0.0744675415777669,0.233551708398785,-1.11534153574999
"4762","Chiroptera","Rhinolophidae","Rhinolophus ruwenzorii",30.69,0.591,74.675,56,6176.585,NA,642.904,NA,765.905,99.696,NA,0.98,1.034,364.204,NA,69.377,NA,2471.516,NA,NA,0,2,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"A",1,0,0,0,1,2666,1666,1000,0,"Occurs on mainland",0,0,"Afrotropical",2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"Rhinolophus ruwenzorii","Rhinolophus ruwenzorii",1,0,NA,NA,58.00000006,NA,NA,1.99999999960017,1,0,0,0,NA,NA,NA,-70.8492377858421,9.31860146645384,19.565300766997,32.9890826647057,-4.19762411478519,-5.73864149974016,5.23898818090642,-2.55330218903324,-8.2140908498219,7.92093855800741,-12.177467157545,-6.13911355549445,-0.411083450710854,-1.76462196062492,-0.153058254601944,0.0093897297177408,-4.03981534447696
"4763","Chiroptera","Rhinolophidae","Rhinolophus sakejiensis",22,0.489,70.285,NA,5536.781,NA,640.31,NA,749.463,99.04,NA,1.036,1.008,364.56,NA,66.14,NA,2361.343,NA,NA,1,2,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,"Occurs on mainland",NA,NA,"Afrotropical",1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rhinolophus sakejiensis","Rhinolophus sakejiensis",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-69.7618064936922,9.11775929917624,19.6219054171887,33.6388973508039,-4.51517467543415,-9.17973888010532,10.5477642802498,3.18556270255551,-2.80239514295762,5.22919094001476,-11.1494421369688,-6.88513615222501,-0.0938229983434708,-4.99575548984025,0.314130746281555,0.618809518242492,9.79093206696091
"4764","Chiroptera","Rhinolophidae","Rhinolophus schnitzleri",10.91,0.343,64.698,51,5374.709,NA,630.526,NA,741.757,103.464,NA,1.02,1.008,364.82,NA,66.195,NA,2314.019,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1500,200,1300,NA,NA,NA,NA,NA,1,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Rhinolophus schnitzleri","Rhinolophus schnitzleri",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.5880958457215,9.28399809256153,19.7187396779289,33.4616077402535,-4.36319980112076,-7.13534305150624,7.32954444118156,-0.636924284863339,-6.88872493342183,7.74809965217551,-13.374821304687,-7.34501250187009,-0.407473826355236,-4.11669524190869,0.00622552420972825,0.405340829088274,1.74944211948563
