"","x","y","EBOV","BOMV","BDBV","TAFV","RESTV","SUDV","MARV","RAVV","LLOV","MLAV","DEHV"
"20412",71.5,27.50107421875,1.44526602514088,-0.197957335971296,0.388151435181499,1.10821451991796,0.433288980275393,-0.132781044114381,-0.283646279014647,-0.266779273515567,0.726879395544529,-1.80315048992634,-0.277975281700492
"20413",72.5,27.50107421875,1.54143378511071,-0.376893661916256,0.0969393122941256,0.969996899366379,0.436265196185559,-0.108700565062463,-0.0579293631017208,-0.0299035366624594,1.11207209527493,-2.17961800098419,-0.0917005948722363
"20414",73.5,27.50107421875,1.56223902478814,-0.366002567112446,0.0115160513669252,0.888270258903503,0.745754595380276,0.0988616719841957,0.00537750497460365,0.036459619179368,1.12155286967754,-1.93527273088694,-0.053247969597578
"20415",74.5,27.50107421875,2.19919339753687,-0.652082839049399,-0.300811131019145,1.26408182829618,0.939446207601577,0.426446282304823,-0.00943257752805948,0.0376628041267395,1.21637282916345,-0.851569958031178,-0.18002550303936
"20416",75.5,27.50107421875,2.2059365734458,-1.28781662136316,-0.759474484715611,1.39745483547449,0.579827208537608,0.727658580057323,-0.316137549933046,-0.267088958295062,1.0950840509031,-0.63183369487524,-0.502159250900149
"20417",76.5,27.50107421875,1.55408295430243,-0.726515181362629,-0.471877867355943,0.547963120043278,0.381846324075013,-0.061144613660872,-0.442883728537709,-0.404654637910426,0.795188373420388,-1.8012578599155,-0.440440101549029
"20418",77.5,27.50107421875,3.26547624915838,-0.0139336474239826,0.98956086114049,1.11637491732836,2.69804551126435,-0.310076487250626,0.846749900374562,0.888190435944125,2.36881668120623,0.23614939302206,0.972298178821802
"20419",78.5,27.50107421875,3.53955064713955,0.067927734926343,1.69269462674856,1.25465060770512,3.32202734798193,-0.0648147091269493,1.34840038791299,1.37529790215194,2.58752814680338,0.899255834519863,1.55896362662315
"20420",79.5,27.50107421875,1.68574807792902,-1.58649725839496,-0.538531308993697,-0.108040444552898,0.449276655912399,-0.744434431195259,-0.504114994779229,-0.514968214556575,0.136139027774334,-0.756404362618923,-0.205682560801506
"20421",80.5,27.50107421875,1.25750486552715,-2.05049942806363,-1.11533977749059,-0.525720067322254,0.0905367247760296,-0.997488249093294,-1.10696420670138,-1.13368993578479,-0.400868602097034,-1.46941344439983,-0.871912203729153
"20422",81.5,27.50107421875,1.04914104193449,-1.73269493505359,-1.02931767143309,-0.353874128311872,0.118811879307032,-0.767339468002319,-1.02211771346629,-1.04188836924732,-0.603786326944828,-1.76069613546133,-0.888527631759644
"20423",82.5,27.50107421875,2.24666703119874,-4.37799208052456,-2.61018250137568,-2.18701960891485,-0.010855452157557,-1.69297627359629,-1.20607047621161,-1.1898721139878,1.394043661654,-1.12669096142054,-1.02825704216957
"20424",83.5,27.50107421875,0.524807825684547,-7.42290925979614,-5.38427124544978,-5.60555241629481,-4.97713548503816,-4.19122636318207,-3.90713042672724,-3.90154404006898,-0.644178614020348,-2.43755248188972,-3.44487882591784
"20425",84.5,27.50107421875,1.6623094342649,-11.4248109608889,-7.52127114310861,-6.53485099459067,-2.82293359935284,-2.17709723114967,-5.5090296426788,-5.48260261118412,-0.0844481214880943,-5.05701618641615,-5.31114910542965
"20426",85.5,27.50107421875,4.68901372328401,-10.7584720142186,-5.56359637528658,-5.24420763552189,2.60635643266141,-2.12228949368,-4.67669194564223,-4.65772238373756,1.58438139408827,-4.67868362925947,-4.57024883851409
"20427",86.5,27.50107421875,9.49195187538862,-5.49499421101063,0.0325725078582764,-1.79806137830019,7.4571734694764,-1.58159891143441,-0.265969789586961,-0.238697580993176,4.48272995650768,1.46006318181753,0.659954966977239
"20428",87.5,27.50107421875,11.5261015612632,-7.74578487686813,0.371054018847644,-1.28563971817493,8.13205799087882,-1.27980052027851,0.0361008811742067,0.0850910097360611,7.39416504651308,0.51508828997612,0.791408233344555
"20429",88.5,27.50107421875,16.5824944972992,-8.83008984103799,3.55649739690125,0.306326325982809,13.1040797829628,0.99242528155446,2.82897179201245,2.89220736920834,13.8217508494854,10.2442612014711,4.30306912015658
"20430",89.5,27.50107421875,3.84002137184143,-1.24024121835828,1.29216976463795,1.00748420506716,3.35802506934851,-0.909972723573446,0.957303524017334,0.93370670452714,2.52394697442651,1.65566221997142,1.43937454372644
"20431",90.5,27.50107421875,3.92942275851965,-1.09949440136552,1.31134504079819,0.874538693577051,3.30980428308249,-1.09748838096857,1.12236075475812,1.09539088234305,2.36029926221818,1.29602239653468,1.67835067212582
"20432",91.5,27.50107421875,2.99742724746466,-1.90888996608555,0.325808078050613,-0.691762786358595,1.36214083433151,-1.9119865372777,0.448424641042948,0.430811945348978,2.23393687140197,-0.469490427523851,0.916060537099838
