"X","order","family","binomial","adult_mass_g","brain_mass_g","adult_body_length_mm","adult_forearm_length_mm","max_longevity_d","maturity_d","female_maturity_d","female_relative_maturity","male_maturity_d","age_first_reproduction_d","gestation_length_d","teat_number_n","litter_size_n","litters_per_year_n","interbirth_interval_d","neonate_mass_g","weaning_age_d","weaning_mass_g","generation_length_d","relative_age_first_birth","mass_specific_production_rate","dispersal_km","density_n_km2","hibernation_torpor","fossoriality","home_range_km2","social_group_n","dphy_invertebrate","dphy_vertebrate","dphy_plant","det_inv","det_vend","det_vect","det_vfish","det_vunk","det_scav","det_fruit","det_nect","det_seed","det_plantother","det_diet_breadth_n","trophic_level","foraging_stratum","activity_cycle","freshwater","marine","terrestrial_non.volant","terrestrial_volant","upper_elevation_m","lower_elevation_m","altitude_breadth_m","island_dwelling","island_endemicity","disected_by_mountains","glaciation","biogeographical_realm","habitat_breadth_n","foraging_aerial","foraging_arboreal","foraging_ground","foraging_marine","foraging_scansorial","island_mainland","island_marine","island_landbridge","island_endemic","bio_palearctic","bio_afrotropical","bio_antarctic","bio_australasian","bio_indomalayan","bio_nearctic","bio_neotropical","bio_oceanian","iucn_forest","iucn_savanna","iucn_shrubland","iucn_grassland","iucn_wetlands","iucn_rocky","iucn_caves","iucn_desert","iucn_marineneritic","iucn_marineoceanic","iucn_marinedeep","iucn_marineintertidal","iucn_marinecoastal","iucn_artificialterr","iucn_artificialaquatic","iucn_introducedveg","tree_match","gbif_match","iucn_moistforest","iucn_moistsavanna","relative_wing_loading","aspect_ratio","forearm_mm","median_aggregation_size","migration","mixed_species_association_n","cave_roost","cavity_roost","foliage_roost","generalist_roost","min_aridity_index","mean_aridity_index","perc80_aridity_index","pco_1","pco_2","pco_3","pco_4","pco_5","pco_6","pco_7","pco_8","pco_9","pco_10","pco_11","pco_12","pco_13","pco_14","pco_15","pco_16","pco_17"
4467,"Chiroptera","Pteropodidae","Acerodon celebensis",384.84,5.319,201.25,133.5,4947.861,NA,657.867,0.132959879026513,NA,801.61,157.206,NA,0.98,1.32,314.015,NA,145.912,NA,2390.332,0.162011422713775,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1500,0,1500,1,"Occurs only on isolated islands",1,0,"Australasian",2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Acerodon celebensis","Acerodon celebensis",1,0,NA,NA,133.5000001,NA,NA,NA,0,0,1,0,1.791419476,1.838559274,1.85427254,-61.58378566,-4.753467061,-21.88014523,-40.32929974,2.128921635,-5.088081771,9.042921804,4.966569265,-2.033127405,4.781004413,2.379531603,5.569606162,-19.14283344,-3.170033731,-0.388456359,2.006729481,3.258721392
4468,"Chiroptera","Pteropodidae","Acerodon humilis",352.43,4.669,204.131,140,4464.094,NA,297.597,0.0666645908441892,NA,408.384,144.65,NA,1.019,1.89,251.133,NA,132.285,NA,1689.421,0.0914819446006289,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,NA,"Occurs only on isolated islands",NA,NA,"Australasian",1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Acerodon humilis","Acerodon humilis",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-61.55301854,-4.842823268,-21.94008084,-40.30160133,2.036930545,-5.301664462,9.218620506,4.854118771,-2.255935457,4.829724596,2.52766082,5.794058182,-18.92038819,-3.50498831,-0.438413261,2.032461723,3.086300494
4469,"Chiroptera","Pteropodidae","Acerodon jubatus",1087.04,9.649,288.202,188.04,7320.342,NA,699.123,0.0955041444784957,NA,866.685,166.645,NA,1,1,369.707,NA,146.257,NA,3650,0.118394058638244,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1100,0,1100,1,"Occurs only on isolated islands",0,0,"Indomalayan",1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Acerodon jubatus","Acerodon jubatus",1,0,NA,NA,188.0400002,NA,NA,NA,0,0,1,0,1.17096824,1.760434399,2.3092767,-61.52524067,-4.946842364,-21.99399696,-40.26373588,1.965527204,-5.437405224,9.348243472,4.759081191,-2.442442338,4.843678996,2.655169925,5.936519982,-18.67709648,-3.716537827,-0.440747904,2.004115385,2.966948273
4470,"Chiroptera","Pteropodidae","Acerodon leucotis",352.07,4.436,200.724,139.95,3576.227,NA,290.314,0.0811788513424903,NA,397.565,143.074,NA,1.035,1.912,247.309,NA,121.6,NA,1460,0.111168837996022,NA,NA,NA,0,2,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Ar",1,0,0,0,1,NA,0,NA,1,"Occurs only on isolated islands",1,0,"Indomalayan",1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Acerodon leucotis","Acerodon leucotis",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.162162197,1.288297746,1.47750107,-61.15527661,-5.217654757,-22.19601547,-40.23889396,1.776210773,-6.200759215,10.21887913,4.693655013,-3.151782865,5.19086445,2.80874595,6.513361919,-18.25588008,-4.952397284,-0.578508681,2.179613877,2.432893564
6650,"Chiroptera","Pteropodidae","Acerodon mackloti",467.93,5.231,210.389,145.5,4716.723,NA,398.571,0.0845016762697322,NA,516.639,151.431,NA,0.98,1.754,257.6,NA,135.821,NA,1825,0.10953346210918,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,450,0,450,1,"Occurs only on isolated islands",0,0,"Australasian",2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Acerodon mackloti","Acerodon mackloti",1,0,NA,NA,145.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-61.37071638,-5.034761098,-22.0615389,-40.25839203,1.911104331,-5.738457732,9.72973256,4.779123383,-2.734687927,5.017056072,2.708497677,6.209250877,-18.50788931,-4.365894268,-0.518791322,2.11872702,2.695961002
4382,"Chiroptera","Pteropodidae","Aethalops aequalis",13.9,0.993,73,44,6022.714,NA,676.798,0.112374255194585,NA,802.593,152.2,NA,0.995,1.149,365,NA,91.739,NA,2379.162,0.133261018205414,NA,NA,NA,0,2,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Ar",1,0,0,0,1,NA,550,NA,1,"Occurs on large land bridge islands",0,0,"Indomalayan",2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Aethalops aequalis","Aethalops aequalis",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.86475964,7.168003497,0.357700505,-7.916938207,3.679204277,13.7382377,-14.94826047,-3.277145643,3.844160963,-5.35093541,5.249521884,1.429997694,8.916703242,-18.23326736,-0.698274901,2.041058519,4.566548296
4383,"Chiroptera","Pteropodidae","Aethalops alecto",15,0.718,73,46.49,4041.974,NA,544.183,0.134632978836578,NA,676.813,132.91,NA,0.99,1.59,274.531,NA,72.03,NA,1940.425,0.167446153785254,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,70,30,0,0,2,1,"Ar",1,0,0,0,1,2700,1000,1700,1,"Occurs on mainland",1,0,"Indomalayan",1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Aethalops alecto","Aethalops alecto",1,0,NA,NA,47.25000002,NA,NA,NA,NA,NA,NA,NA,1.959899354,2.656260082,2.95802583,-73.91735352,7.254518457,0.782677983,-7.119589069,3.589507204,13.88324984,-15.22536837,-3.563275748,3.655818616,-5.286092971,5.49650395,1.639978483,8.306677584,-18.0855393,-0.674866915,2.072228052,4.918981686
4384,"Chiroptera","Pteropodidae","Alionycteris paucidentata",16.24,0.664,63.9,44.61,3377.352,NA,350.442,0.103762355833801,NA,479.909,129.062,NA,0.996,1.768,248.202,NA,65.086,NA,1570.286,0.142096233972651,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,2250,1500,750,1,"Occurs only on isolated islands",0,0,"Indomalayan",1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alionycteris paucidentata","Alionycteris paucidentata",1,0,NA,NA,44.60999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-74.20135554,7.781530191,3.640730026,-1.60225109,2.840822791,14.19671799,-16.43218418,-5.544895918,2.093367422,-4.849387176,7.519590763,3.449665297,4.580129917,-15.81810641,-0.535567491,2.146790192,7.289816068
5020,"Chiroptera","Phyllostomidae","Ametrida centurio",11.305,0.29,55,29,6025.173,NA,343.884,0.0570745437516898,NA,475.773,111.907,NA,1,1.91,244.586,NA,38.145,NA,2037.805,0.0789642056750902,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,2100,NA,NA,0,"Occurs on mainland",1,0,"Neotropical",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ametrida centurio","Ametrida centurio",1,0,NA,NA,29.00000001,NA,NA,NA,0,0,1,0,0.735529506,1.360932403,1.602042801,21.58063189,-50.25359517,-10.98034163,12.00242866,-10.58604601,12.40934431,-4.445361685,15.96995432,-1.272409563,10.7838605,-1.923872971,7.769740758,6.346221208,5.017954388,-4.110226269,5.204762772,4.823641729
4873,"Chiroptera","Furipteridae","Amorphochilus schnablii",4.15,0.215,50.968,35.99,5996.844,NA,505.731,0.0843328590838781,NA,617.192,119.667,NA,0.995,1,362.626,0.06,67.502,NA,2190,0.102919468974014,0.0143855421686747,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2000,50,1950,0,"Occurs on mainland",1,0,"Neotropical",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Amorphochilus schnablii","Amorphochilus schnablii",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.952724331,-33.90466676,-25.59616039,-13.33099953,-16.13686257,-27.06481131,11.66569158,-19.02531535,-13.02546115,-3.757911662,4.170818532,-0.06033939,20.56204902,17.64321739,0.855058662,-2.407715303,11.95791379
4914,"Chiroptera","Phyllostomidae","Anoura aequatoris",11.155,0.422,57.16,36.25,4819.391,NA,379.177,0.078677368157097,NA,493.636,107.97,NA,0.995,1.729,243.64,2.14,54.401,NA,2019.922,0.102427049392755,0.330036727924698,NA,NA,0,2,NA,NA,30,0,70,30,0,0,0,0,0,30,40,0,0,3,2,"Ar",1,0,0,0,1,2880,200,2680,NA,NA,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Anoura caudifer","Anoura aequatoris",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.356056989,1.979771314,2.103939255,18.52482772,-47.4994014,-19.79902603,9.775865446,-23.81740687,-13.8551905,-7.794426091,-13.37120427,6.796104123,-9.032160748,0.658984469,-7.124867273,-5.198544276,-3.716011411,1.152204047,-0.99918544,-1.262727567
4915,"Chiroptera","Phyllostomidae","Anoura cadenai",11.155,0.422,57.16,36.25,4707.583,NA,427.843,0.090883793233173,NA,532.35,107.97,NA,0.995,1.666,249.319,2.14,56.531,NA,2040.048,0.11308350803374,0.318011098162259,NA,NA,0,2,NA,NA,30,0,70,30,0,0,0,0,0,30,40,0,0,3,2,"Ar",1,0,0,0,1,1600,800,800,NA,NA,NA,NA,"Neotropical",1,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Anoura caudifer","Anoura cadenai",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.416969311,3.033730715,3.703137151,18.52482772,-47.4994014,-19.79902603,9.775865446,-23.81740687,-13.8551905,-7.794426091,-13.37120427,6.796104123,-9.032160748,0.658984469,-7.124867273,-5.198544276,-3.716011411,1.152204047,-0.99918544,-1.262727567
6666,"Chiroptera","Phyllostomidae","Anoura carishina",15.2,0.583,73,42.66,3650,NA,500.387,0.137092328767123,NA,630.647,121.76,NA,1,1,365,5.1,62.5,8.24,1963.008,0.17278,0.335526315789474,NA,NA,0,2,NA,NA,30,0,70,30,0,0,0,0,0,30,40,0,0,3,3,"Ar",1,0,0,0,1,3600,400,3200,NA,NA,NA,NA,NA,3,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Anoura geoffroyi","Anoura latidens",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.557256252,1.322121302,1.718373768,18.58339024,-47.63761244,-19.74084772,9.950546576,-23.75920058,-13.3590196,-8.050215243,-12.89744709,7.073847067,-8.878198443,0.419201309,-7.232630361,-5.522708377,-3.795772177,1.16841102,-1.258732487,-1.607562479
4916,"Chiroptera","Phyllostomidae","Anoura caudifer",11.155,0.422,57.16,36.25,4707.583,NA,427.843,0.090883793233173,NA,532.35,107.97,NA,0.995,1.666,249.319,2.14,56.531,NA,2040.048,0.11308350803374,0.318011098162259,NA,NA,0,2,NA,NA,30,0,70,30,0,0,0,0,0,30,40,0,0,3,2,"Ar",1,0,0,0,1,2880,200,2680,0,"Occurs on mainland",1,0,"Neotropical",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Anoura caudifer","Anoura caudifer",1,0,NA,NA,37.10000003,10,NA,11,0,0,0,1,0.393868433,1.612598178,1.912825601,18.52482772,-47.4994014,-19.79902603,9.775865446,-23.81740687,-13.8551905,-7.794426091,-13.37120427,6.796104123,-9.032160748,0.658984469,-7.124867273,-5.198544276,-3.716011411,1.152204047,-0.99918544,-1.262727567
4917,"Chiroptera","Phyllostomidae","Anoura cultrata",17.39,0.556,78,42.8,4680.145,NA,346.051,0.0739402304843119,NA,457.491,116.695,NA,1.22,1.749,243.755,3.65,56.366,NA,1967.697,0.0977514585552371,0.447860667050029,NA,NA,0,2,NA,NA,30,0,70,30,0,0,0,0,0,30,40,0,0,3,1,"Ar",1,0,0,0,1,2600,50,2550,0,"Occurs on mainland",1,0,"Neotropical",2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Anoura cultrata","Anoura cultrata",1,0,NA,6.500000005,42.8,10.5,NA,6.000000002,0,0,0,1,0.729176464,1.617396592,1.88822758,18.48713586,-47.385081,-19.82485603,9.674817218,-23.86913097,-14.13646189,-7.657087112,-13.62835293,6.608615108,-9.116575619,0.814082054,-7.070380972,-4.930708971,-3.550618354,1.191487333,-0.848869798,-0.912869593
4918,"Chiroptera","Phyllostomidae","Anoura fistulata",13,0.526,69.145,NA,4698.056,NA,457.926,0.0974713796514984,NA,576.903,118.657,NA,1.006,1.598,250.095,NA,63.064,NA,2099.405,0.122796109710059,NA,NA,NA,0,2,NA,NA,10,0,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Ar",1,0,0,0,1,2510,1175,1335,NA,"Occurs on mainland",NA,NA,"Neotropical",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Anoura fistulata","Anoura fistulata",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74534421,2.105774565,2.15555398,18.55471311,-47.58084171,-19.77617752,9.85621822,-23.79265639,-13.61596157,-7.908803177,-13.11786512,6.901641521,-8.930417662,0.556876686,-7.146634283,-5.340953783,-3.773177665,1.165782482,-1.146401567,-1.442536421
4919,"Chiroptera","Phyllostomidae","Anoura geoffroyi",15.2,0.583,73,42.66,3650,NA,500.387,0.137092328767123,NA,630.647,121.76,NA,1,1,365,5.1,62.5,8.24,1963.008,0.17278,0.335526315789474,NA,NA,0,2,NA,NA,30,0,70,30,0,0,0,0,0,30,40,0,0,3,3,"Ar",1,0,0,0,1,3600,400,3200,0,"Occurs on mainland",1,0,"Neotropical",3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,"Anoura geoffroyi","Anoura geoffroyi",1,0,51.74125703,7.199999993,42.65999999,11.49999999,0,22,0,0,0,1,0.241667209,1.309447821,1.73727223,18.58339024,-47.63761244,-19.74084772,9.950546576,-23.75920058,-13.3590196,-8.050215243,-12.89744709,7.073847067,-8.878198443,0.419201309,-7.232630361,-5.522708377,-3.795772177,1.16841102,-1.258732487,-1.607562479
4921,"Chiroptera","Phyllostomidae","Anoura latidens",15.06,0.53,73.213,43,4553.727,NA,330.689,0.0726194170181919,NA,436.309,113.882,NA,1.022,1.789,239.215,NA,53.098,NA,1873.835,0.0958136049877386,NA,NA,NA,0,2,NA,NA,30,0,70,30,0,0,0,0,0,30,40,0,0,3,2,"Ar",1,0,0,0,1,2100,50,2050,0,"Occurs on mainland",1,0,"Neotropical",3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,"Anoura latidens","Anoura latidens",1,0,NA,6.500000005,43.00000004,NA,NA,NA,0,0,0,1,0.557256252,1.322121302,1.718373768,18.61842445,-47.66949089,-19.69318685,10.06947939,-23.74786383,-13.16385278,-8.145464183,-12.72262638,7.142206999,-8.804512776,0.375076378,-7.186067358,-5.51892135,-3.959463302,1.134668027,-1.362900372,-1.763977737
4922,"Chiroptera","Phyllostomidae","Anoura luismanueli",8.5,0.422,61.493,NA,4739.27,NA,396.162,0.0835913547867077,NA,503.669,113.934,NA,1.013,1.679,246.28,NA,56.812,NA,2025.655,0.10627565004737,NA,NA,NA,0,2,NA,NA,20,0,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,"Ar",1,0,0,0,1,2400,1100,1300,NA,"Occurs on mainland",NA,NA,"Neotropical",2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Anoura luismanueli","Anoura luismanueli",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.382355596,1.725014485,1.853120602,18.47698758,-47.33439532,-19.81092648,9.644311259,-23.85177042,-14.21684388,-7.618099248,-13.72348552,6.565954514,-9.163517028,0.854828378,-7.081681091,-4.836251089,-3.458408248,1.206856136,-0.761415361,-0.764692274
4923,"Chiroptera","Phyllostomidae","Anoura peruana",15.2,0.583,73,42.66,3650,NA,534.063,0.146318630136986,NA,674.616,121.76,NA,1,1,365,5.1,62.5,8.24,2024.586,0.184826301369863,0.335526315789474,NA,NA,0,2,NA,NA,30,0,70,30,0,0,0,0,0,30,40,0,0,3,3,"Ar",1,0,0,0,1,3600,400,3200,NA,NA,NA,NA,NA,4,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,"Anoura geoffroyi","Anoura peruana",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.788692592,1.535266288,1.697971121,18.58339024,-47.63761244,-19.74084772,9.950546576,-23.75920058,-13.3590196,-8.050215243,-12.89744709,7.073847067,-8.878198443,0.419201309,-7.232630361,-5.522708377,-3.795772177,1.16841102,-1.258732487,-1.607562479
4580,"Chiroptera","Hipposideridae","Anthops ornatus",17.94,0.496,70.605,49.5,4983.004,NA,606.453,0.121704297247203,NA,737.419,108.466,NA,1.045,1.014,363.624,NA,73.655,NA,2265.105,0.14798683685584,NA,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,200,0,200,1,"Occurs only on isolated islands",0,0,"Australasian",1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,"Anthops ornatus","Anthops ornatus",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-74.50100926,8.873375636,10.71691531,12.66090651,0.453089477,11.93383053,-15.9648871,-9.412031767,-1.836328815,-3.917121349,12.27270809,7.764983957,-1.641465158,-1.483676955,-0.165474387,0.845236067,8.535983263
5518,"Chiroptera","Vespertilionidae","Antrozous pallidus",22,0.465,83.251,54.53,5402,365.083,365,0.0675675675675676,365,365,60.505,NA,2,1.661,278.852,3.1,50,13.16,1524.057,0.0675675675675676,0.4681,NA,NA,1,2,NA,NA,80,20,0,80,0,20,0,0,0,0,0,0,0,2,3,"G",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",1,0,"Nearctic, Neotropical",3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Antrozous pallidus","Antrozous pallidus",1,0,31.28252344,6.1,52.00000004,110,1,NA,0,0,0,1,0.027624565,0.269927183,0.346254072,32.09234192,35.74105142,-30.15005886,14.97117147,11.0273678,-3.181367239,-4.63318353,4.710852167,-6.026623954,-12.36191612,-9.382255662,8.253803196,-0.730980002,0.302516139,3.248227648,0.446732508,0.503560031
4415,"Chiroptera","Pteropodidae","Aproteles bulmerae",623.91,5.706,245.47,166.24,5059.042,NA,681.868,0.134782039761678,NA,829.028,154.724,NA,1,1,361.923,NA,142.427,NA,2379.607,0.16387055098574,NA,NA,NA,0,2,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Ar",1,0,0,0,1,2400,500,1900,NA,"Occurs on large land bridge islands",NA,NA,"Australasian",2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,"Aproteles bulmerae","Aproteles bulmerae",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.95284942,7.376527361,1.410606991,-5.931160322,3.457976241,14.11929736,-15.6695961,-4.007746607,3.370132446,-5.181809691,5.763116535,1.85773797,7.519244741,-17.97457855,-0.63023405,2.1094919,5.434892048
5021,"Chiroptera","Phyllostomidae","Ardops nichollsi",19.23,0.61,68.744,48.56,6349.657,NA,301.337,0.0474572091059407,NA,417.834,113.7,NA,0.995,2,231.946,2.52,47.39,NA,1915.937,0.0658041843835029,0.260780031201248,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,1,"Occurs only on isolated islands",0,0,"Neotropical",2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Ardops nichollsi","Ardops nichollsi",1,0,NA,NA,50.79999997,NA,NA,NA,0,0,1,0,0.762111451,1.131506392,1.375151304,21.38900747,-50.15220375,-11.60223077,12.21113133,-11.41488485,12.15339862,-4.869048604,15.87958512,-0.535554305,11.21305326,-2.434328366,8.366569742,6.306045092,4.964733896,-4.552306507,6.60805408,4.085709612
6672,"Chiroptera","Vespertilionidae","Arielulus aureocollaris",14.5,0.354,78.215,NA,6530.284,NA,431.745,0.0661142761938072,NA,500.069,80.729,NA,1.42,1.005,364.537,NA,44.293,NA,2056.42,0.0765769145721687,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2000,NA,NA,NA,"Occurs on mainland",NA,NA,"Indomalayan",1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Arielulus aureocollaris","Thainycteris aureocollaris",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.002819655,1.216978012,1.388304698,32.71020107,36.74470119,-30.28219225,14.93794741,11.08775558,-2.737875801,-3.99852623,3.974188084,-5.017258164,-8.583958891,-5.205601026,3.824780854,-0.461291278,-0.089275631,-1.155757805,0.906574032,-1.307436527
5534,"Chiroptera","Vespertilionidae","Arielulus circumdatus",10.4,0.23,66.05,40.5,4054.73,NA,350.196,0.0863672796955654,NA,412.016,77.035,NA,1.669,1.034,362.821,NA,39.603,NA,1654.901,0.101613670947264,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2100,1300,800,0,"Occurs on mainland",0,0,"Indomalayan",1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Arielulus circumdatus","Arielulus circumdatus",1,0,NA,NA,40.49999998,NA,NA,NA,NA,NA,NA,NA,0.815678597,1.368903489,1.488154919,32.59805079,36.60763349,-30.38902929,15.01518313,11.12880212,-2.848047048,-4.174578499,4.202373127,-5.339332264,-9.552614787,-6.155584162,4.77447644,-0.538155851,-0.003321667,-0.387772801,0.932469001,-1.008868902
5535,"Chiroptera","Vespertilionidae","Arielulus cuprosus",6.91,0.207,62.692,35.49,5919.695,NA,389.157,0.0657393666396664,NA,449.746,69.997,NA,1.482,1.008,364.585,NA,42.2,NA,1977.52,0.0759745223360325,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1784,0,1784,NA,"Occurs on large land bridge islands",NA,NA,"Indomalayan",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Arielulus cuprosus","Arielulus cuprosus",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.590137527,2.785911395,2.883798328,32.65101078,36.6749337,-30.33223707,14.97330476,11.09048312,-2.795968531,-4.098311552,4.108571378,-5.204304493,-9.136042866,-5.748483702,4.370177002,-0.503190983,-0.041276167,-0.698020904,0.921523973,-1.140618136
5536,"Chiroptera","Vespertilionidae","Arielulus societatis",8.72,0.226,67.403,38.49,5798.23,NA,402.696,0.0694515395215436,NA,475.964,78.522,NA,1.497,1.015,364.36,NA,46.081,NA,1963.862,0.0820878095556748,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",0,0,"Indomalayan",1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Arielulus societatis","Arielulus societatis",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.96623783,36.87525142,-30.08303657,14.70830146,11.0411225,-2.439533011,-3.313762838,3.219366881,-3.849222948,-4.632590293,-1.406009028,0.224105164,-0.335553884,-0.333947149,-4.275091514,0.280465207,-1.652651126
