"X","order","family","binomial","adult_mass_g","brain_mass_g","adult_body_length_mm","adult_forearm_length_mm","max_longevity_d","maturity_d","female_maturity_d","female_relative_maturity","male_maturity_d","age_first_reproduction_d","gestation_length_d","teat_number_n","litter_size_n","litters_per_year_n","interbirth_interval_d","neonate_mass_g","weaning_age_d","weaning_mass_g","generation_length_d","relative_age_first_birth","mass_specific_production_rate","dispersal_km","density_n_km2","hibernation_torpor","fossoriality","home_range_km2","social_group_n","dphy_invertebrate","dphy_vertebrate","dphy_plant","det_inv","det_vend","det_vect","det_vfish","det_vunk","det_scav","det_fruit","det_nect","det_seed","det_plantother","det_diet_breadth_n","trophic_level","foraging_stratum","activity_cycle","freshwater","marine","terrestrial_non.volant","terrestrial_volant","upper_elevation_m","lower_elevation_m","altitude_breadth_m","island_dwelling","island_endemicity","disected_by_mountains","glaciation","biogeographical_realm","habitat_breadth_n","foraging_aerial","foraging_arboreal","foraging_ground","foraging_marine","foraging_scansorial","island_mainland","island_marine","island_landbridge","island_endemic","bio_palearctic","bio_afrotropical","bio_antarctic","bio_australasian","bio_indomalayan","bio_nearctic","bio_neotropical","bio_oceanian","iucn_forest","iucn_savanna","iucn_shrubland","iucn_grassland","iucn_wetlands","iucn_rocky","iucn_caves","iucn_desert","iucn_marineneritic","iucn_marineoceanic","iucn_marinedeep","iucn_marineintertidal","iucn_marinecoastal","iucn_artificialterr","iucn_artificialaquatic","iucn_introducedveg","tree_match","gbif_match","iucn_moistforest","iucn_moistsavanna","relative_wing_loading","aspect_ratio","forearm_mm","median_aggregation_size","migration","mixed_species_association_n","cave_roost","cavity_roost","foliage_roost","generalist_roost","min_aridity_index","mean_aridity_index","perc80_aridity_index","pco_1","pco_2","pco_3","pco_4","pco_5","pco_6","pco_7","pco_8","pco_9","pco_10","pco_11","pco_12","pco_13","pco_14","pco_15","pco_16","pco_17"
4729,"Chiroptera","Rhinolophidae","Rhinolophus mabuensis",25.99,0.63,73.786,64.35,6547.689,NA,675.182,0.103117603783564,NA,789.908,92.54,NA,0.99,1,364.535,NA,67.049,NA,2609.701,0.12063920568005,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,NA,NA,NA,NA,"Afrotropical",2,1,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Rhinolophus mabuensis","Rhinolophus mabuensis",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.92294556,9.305289574,19.24106779,32.20706254,-3.96068467,-4.186392155,3.021895986,-4.271319408,-9.10428123,7.76796008,-10.6918153,-4.91822857,-0.495440749,0.486319981,-0.230408428,-0.354180615,-8.180297092
4730,"Chiroptera","Rhinolophidae","Rhinolophus maclaudi",35.84,0.617,78.358,63.03,6182.014,NA,644.787,0.104300475540819,NA,766.943,105.244,NA,0.98,1.037,364.39,NA,73.784,NA,2457.202,0.124060379028582,NA,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",0,0,"Afrotropical",2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,"Rhinolophus maclaudi","Rhinolophus maclaudi",0,1,NA,NA,63.02999998,NA,NA,NA,1,0,0,0,NA,NA,NA,-70.88181044,9.323360083,19.54260439,32.92067599,-4.173685937,-5.584408599,5.027097188,-2.697136951,-8.2742198,7.904631221,-12.0962876,-6.087306453,-0.386095603,-1.582823818,-0.1528087,-0.031026729,-4.359165502
4731,"Chiroptera","Rhinolophidae","Rhinolophus macrotis",6.18,0.208,59.065,41.99,4966.825,NA,582.79,0.117336527862367,NA,692.175,99.22,NA,0.98,1.054,363.667,NA,53.516,NA,2100.776,0.139359651286284,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1692,200,1492,0,"Occurs on mainland",1,0,"Indomalayan",2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Rhinolophus macrotis","Rhinolophus macrotis",1,0,27.70597616,5.019999998,41.99000004,NA,NA,NA,0,0,0,1,0.637553264,2.18299641,2.60876551,-68.38420408,8.876783493,19.127747,33.14927006,-4.608985145,-12.02086025,15.07665066,8.674584175,3.097975746,1.445228827,-6.836178615,-5.05384224,0.221954335,-3.901958757,0.487853162,0.460428097,12.50970804
4732,"Chiroptera","Rhinolophidae","Rhinolophus madurensis",9.8,0.294,65.598,NA,5497.607,NA,602.341,0.109564215848823,NA,729.752,105.734,NA,1.093,1.016,364.051,NA,62.964,NA,2219.157,0.132739935757503,NA,NA,NA,0,2,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"A",1,0,0,0,1,500,0,500,NA,"Occurs on large land bridge islands",NA,NA,"Indomalayan",2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Rhinolophus madurensis","Rhinolophus madurensis",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.9336279,9.315843265,19.33128598,32.40656718,-4.014718569,-4.500656335,3.46466039,-3.950810464,-8.973862924,7.847042244,-11.08881021,-5.225204661,-0.45162549,-0.004758316,-0.214668661,-0.284432464,-7.369320662
4733,"Chiroptera","Rhinolophidae","Rhinolophus maendeleo",6,0.268,60.968,NA,5946.925,NA,612.217,0.10294681705251,NA,729.67,100.904,NA,1.067,1.012,364.227,NA,62.906,NA,2339.604,0.122697024092283,NA,NA,NA,1,2,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"A",1,0,0,0,1,1900,NA,NA,NA,"Occurs on mainland",NA,NA,"Afrotropical",1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Rhinolophus maendeleo","Rhinolophus maendeleo",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.935959904,0.935959904,0.935959904,-70.48171592,9.268681122,19.76006097,33.60302419,-4.412807481,-7.585082361,8.016139369,0.078680139,-6.251321728,7.476309487,-13.42577667,-7.571004418,-0.33217595,-4.688127209,0.072715344,0.503477244,3.835854112
4734,"Chiroptera","Rhinolophidae","Rhinolophus malayanus",6.73,0.202,60.395,41.49,4999.186,NA,582.129,0.116444757206473,NA,702.606,103.914,NA,1.036,1.01,363.719,NA,54.987,NA,2105.503,0.140544080576318,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1200,0,1200,0,"Occurs on mainland",1,0,"Indomalayan",3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,"Rhinolophus malayanus","Rhinolophus malayanus",1,0,NA,NA,43.05000002,NA,NA,1,1,0,0,0,0.780940547,1.081691176,1.481988099,-69.21794936,8.986104627,19.42761333,33.48765293,-4.564919424,-10.02875802,11.80401373,4.406333687,-1.675385218,4.543577773,-10.25176577,-6.398164015,-0.280143337,-4.765695892,0.349708572,0.669786386,10.91599
4735,"Chiroptera","Rhinolophidae","Rhinolophus marshalli",5.02,0.226,57.653,45.5,5323.473,NA,579.533,0.108863706080598,NA,706.745,105.314,NA,1.029,1.018,363.921,NA,57.764,NA,2174.485,0.132760136099122,NA,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,800,0,800,0,"Occurs on mainland",1,0,"Indomalayan",4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,"Rhinolophus marshalli","Rhinolophus marshalli",1,0,20.3598745,4.709999999,45.50000004,NA,NA,1,1,0,0,0,0.882157191,1.337505858,1.46735786,-68.55352724,8.831765118,19.02806641,32.92307937,-4.535657537,-11.17281882,13.7586479,7.040197605,1.278256111,2.642035881,-8.302582621,-5.724023666,0.03720686,-4.104865516,0.489566206,0.524029338,12.34994633
4736,"Chiroptera","Rhinolophidae","Rhinolophus mcintyrei",8.98,0.279,64.42,45.74,4961.945,NA,613.803,0.123702096657661,NA,726.244,105.508,NA,1.033,1.012,364.545,NA,63.09,NA,2180.156,0.146362767019788,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1600,270,1330,NA,NA,NA,NA,"Indomalayan",1,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rhinolophus arcuatus","Rhinolophus mcintyrei",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.32596099,9.246200445,19.81097715,33.78144747,-4.470458752,-8.025705692,8.66494319,0.716189502,-5.681409603,7.197776921,-13.2925368,-7.620452153,-0.346728495,-5.146937625,0.124450404,0.604804539,5.763554542
4737,"Chiroptera","Rhinolophidae","Rhinolophus megaphyllus",8.65,0.26,63.077,47.21,2737.5,730.5,730.5,0.266849315068493,730.5,855.64,125.14,NA,1,1,362.048,1.29,56.61,NA,2306.438,0.312562557077626,0.149132947976879,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1600,0,1600,0,"Occurs on mainland",1,0,"Australasian",3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,"Rhinolophus megaphyllus","Rhinolophus megaphyllus",1,0,34.57984385,6.1,47.54999997,NA,NA,2,0,0,0,1,0.196898517,0.902459385,1.140833442,-67.66878546,8.918678092,19.11114082,33.24211306,-4.725343187,-15.19870335,20.41833669,16.21464137,12.07359555,-4.606229671,0.277013684,-2.164982653,1.12954654,-1.79421721,0.600644189,-0.047965352,10.63994789
4738,"Chiroptera","Rhinolophidae","Rhinolophus mehelyi",14.03,0.31,64,48.5,5893.81,NA,670.387,0.113744250323645,NA,788.259,103.429,NA,2,1,362.64,NA,64.111,NA,3285,0.133743537711599,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2000,0,2000,0,"Occurs on mainland",1,0,"Indomalayan, Palearctic",2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Rhinolophus mehelyi","Rhinolophus mehelyi",0,0,45.5648566,6.215993121,48.50000004,265,0,2.999999999,1,0,0,0,0.219757575,0.818371909,1.20383578,-70.81970205,9.316110649,19.59773284,33.07753034,-4.22759504,-5.993700755,5.622812812,-2.213507681,-8.013934714,7.952149031,-12.52692692,-6.44284141,-0.428584529,-2.230013049,-0.124909274,0.081743963,-3.081839586
4739,"Chiroptera","Rhinolophidae","Rhinolophus microglobosus",7.92,0.285,62.584,45.28,5192.727,NA,605.365,0.116579400380571,NA,722.873,106.069,NA,0.99,1,364.215,NA,61.648,NA,2171.619,0.139208743305781,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,NA,NA,NA,NA,"Indomalayan",2,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Rhinolophus stheno","Rhinolophus microglobosus",1,0,26.08412244,5.1,NA,NA,NA,NA,NA,NA,NA,NA,0.780940547,0.780940547,0.780940547,-70.1683428,9.21574981,19.80107728,33.83537034,-4.505583978,-8.518399269,9.460293167,1.725906365,-4.543563569,6.456380407,-12.59008649,-7.450023631,-0.194883272,-5.406447236,0.207773048,0.654839042,7.96441661
4740,"Chiroptera","Rhinolophidae","Rhinolophus mitratus",27.55,2.994,109.929,57.5,5536.122,NA,647.23,0.11691035710557,NA,780.49,137.367,NA,1.101,1.05,362.509,NA,96.007,NA,2468.838,0.140981358431046,NA,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,300,300,0,NA,"Occurs on mainland",NA,NA,"Indomalayan",NA,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Rhinolophus mitratus","Rhinolophus mitratus",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.24860229,9.231347284,19.80262515,33.80104602,-4.486708755,-8.333690113,9.185195632,1.445984076,-4.809263989,6.6058645,-12.74539603,-7.505338313,-0.13917798,-5.351990429,0.191412406,0.628404384,7.432378573
4742,"Chiroptera","Rhinolophidae","Rhinolophus montanus",10.91,0.335,64.475,NA,5310.687,NA,621.641,0.117054723805037,NA,735.313,103.989,NA,1.027,1.011,364.526,NA,65.171,NA,2266.298,0.138459110845734,NA,NA,NA,1,2,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"A",1,0,0,0,1,1220,40,1180,NA,"Occurs only on isolated islands",NA,NA,"Australasian",1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Rhinolophus montanus","Rhinolophus montanus",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.01258798,9.182845688,19.76450628,33.82732182,-4.522588198,-8.850395325,10.00110614,2.460012686,-3.644724132,5.804085565,-11.81804915,-7.152767577,-0.084283789,-5.258711643,0.261947302,0.639183153,8.997428894
4745,"Chiroptera","Rhinolophidae","Rhinolophus mossambicus",25.99,0.63,73.422,64.35,6485.855,NA,675.999,0.10422665939957,NA,792.852,92.54,NA,0.99,1,364.134,NA,66.655,NA,2600.151,0.122243250889821,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,NA,NA,NA,NA,"Afrotropical",3,1,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Rhinolophus mossambicus","Rhinolophus mossambicus",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.181943302,0.181943302,0.181943302,-70.91797304,9.325594803,19.48383557,32.76832027,-4.12548107,-5.281392487,4.605388694,-2.999235933,-8.415319158,7.873614881,-11.89002262,-5.93236389,-0.341063153,-1.238648687,-0.160889588,-0.103607522,-5.087342265
4746,"Chiroptera","Rhinolophidae","Rhinolophus nereis",13.65,0.373,69.194,45,5116.31,NA,610.062,0.119238670057131,NA,734.666,109.02,NA,1.034,1.008,363.591,NA,63.203,NA,2228.038,0.143592941006311,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,"Occurs on large land bridge islands",NA,NA,"Indomalayan",NA,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Rhinolophus nereis","Rhinolophus nereis",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.26932245,9.235993093,19.80906583,33.80397739,-4.483270696,-8.242130824,9.027905896,1.219313754,-5.084312012,6.795541485,-12.93551144,-7.556705852,-0.191595045,-5.29849355,0.173255945,0.620640466,6.97658327
4748,"Chiroptera","Rhinolophidae","Rhinolophus osgoodi",12.39,0.378,67.822,43.5,5486.373,NA,638.961,0.116463280932594,NA,747.143,102.233,NA,1.028,1.01,364.482,NA,65.09,NA,2337.632,0.136181590278313,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,"Occurs on mainland",NA,NA,"Palearctic",1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Rhinolophus osgoodi","Rhinolophus osgoodi",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.81588356,9.314754176,19.59074761,33.06297325,-4.223413615,-5.958841385,5.5686231,-2.265851077,-8.048631338,7.950995578,-12.4662848,-6.386012848,-0.444713226,-2.128240623,-0.130407474,0.067528061,-3.294645702
7191,"Chiroptera","Rhinolophidae","Rhinolophus paradoxolophus",8.17,0.267,61.788,54,5173.133,NA,606.371,0.117215428252086,NA,719.8,106.335,NA,1,1.01,364.077,NA,60.764,NA,2217.03,0.139141986103972,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",1,0,"Indomalayan",2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Rhinolophus paradoxolophus","Rhinolophus rex",0,0,25.52873858,5.389999998,54.47500001,NA,NA,NA,1,0,0,0,1.002968253,1.383729657,1.604113981,-68.72725262,8.848946997,19.07294237,32.96089278,-4.51902772,-10.58760459,12.77180301,5.742006966,-0.14200167,3.524924215,-9.205443323,-6.034224488,-0.112107829,-4.300579815,0.44443534,0.588596079,11.88077202
4749,"Chiroptera","Rhinolophidae","Rhinolophus pearsonii",11.55,0.332,66.657,52,5256.379,NA,607.435,0.11556149204614,NA,727.095,104.076,NA,1.057,1.008,363.987,NA,60.322,NA,2243.155,0.138326212778797,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,3077,610,2467,0,"Occurs on mainland",1,0,"Indomalayan",2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,"Rhinolophus pearsonii","Rhinolophus pearsonii",1,0,29.11349274,4.990000004,52.00000004,34.99999997,NA,1,1,0,0,0,1.002968253,1.617165916,2.212834929,-70.5323821,9.275721572,19.7392196,33.53298709,-4.388452944,-7.355529828,7.660325846,-0.309227544,-6.618048435,7.659126833,-13.48887226,-7.511949024,-0.364574768,-4.37731112,0.039204237,0.445807705,2.672795178
4750,"Chiroptera","Rhinolophidae","Rhinolophus perditus",7.617,0.179,60.624,39.02,4324.898,NA,555.051,0.12833851804135,NA,664.429,102.583,NA,1,1.115,347.389,2.57,41.85,6.41,1988.991,0.153628825465942,0.376204542470789,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Rhinolophus pusillus","Rhinolophus perditus",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-67.45598907,9.105704331,19.35483699,33.63663954,-4.834036203,-17.36348656,23.99663839,21.50804733,18.72528734,-9.240856577,5.958313888,0.224813571,1.868552328,-0.051758347,0.579918472,-0.407996841,7.161744084
4752,"Chiroptera","Rhinolophidae","Rhinolophus philippinensis",10.91,0.331,64.822,51,5357.965,NA,611.534,0.114135497339008,NA,731.796,105.13,NA,1.034,1.005,364.364,NA,63.666,NA,2245.519,0.136580959375435,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1500,200,1300,1,"Occurs on mainland",0,0,"Australasian, Indomalayan",2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Rhinolophus philippinensis","Rhinolophus philippinensis",1,0,NA,NA,52.00000004,NA,NA,NA,0,0,0,1,0.227457048,2.377125465,4.025579331,-67.71106703,8.896292892,19.07904236,33.18477911,-4.706823209,-14.7922493,19.72750608,15.18980837,10.80455988,-3.731612414,-0.762877398,-2.579715236,0.983338564,-2.138488194,0.588684622,0.035381671,11.14797297
4753,"Chiroptera","Rhinolophidae","Rhinolophus proconsulis",8.98,0.302,64.416,45.74,4880.862,NA,607.085,0.124380693410303,NA,723.593,105.527,NA,1.031,1.011,364.225,NA,62.903,NA,2150.714,0.148251067127077,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Indomalayan",1,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rhinolophus arcuatus","Rhinolophus proconsulis",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.32596099,9.246200445,19.81097715,33.78144747,-4.470458752,-8.025705692,8.66494319,0.716189502,-5.681409603,7.197776921,-13.2925368,-7.620452153,-0.346728495,-5.146937625,0.124450404,0.604804539,5.763554542
4755,"Chiroptera","Rhinolophidae","Rhinolophus pusillus",7.617,0.179,60.624,39.02,4324.898,NA,555.051,0.12833851804135,NA,664.429,102.583,NA,1,1.115,347.389,2.57,41.85,6.41,1988.991,0.153628825465942,0.376204542470789,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",1,0,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Rhinolophus pusillus","Rhinolophus pusillus",1,0,28.77992787,5.089999996,37.59000002,752.9999997,NA,NA,1,0,0,0,0.625140244,1.171680808,1.608394451,-67.45598907,9.105704331,19.35483699,33.63663954,-4.834036203,-17.36348656,23.99663839,21.50804733,18.72528734,-9.240856577,5.958313888,0.224813571,1.868552328,-0.051758347,0.579918472,-0.407996841,7.161744084
4757,"Chiroptera","Rhinolophidae","Rhinolophus rex",32.62,0.606,77.161,60.99,5316.528,NA,611.539,0.115026009455795,NA,740.028,103.071,NA,1.032,1.005,363.985,NA,64.438,NA,2262.487,0.139193849820785,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",1,0,"Indomalayan, Palearctic",2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Rhinolophus rex","Rhinolophus rex",1,0,NA,NA,60.98999995,NA,NA,NA,1,0,0,0,1.002968253,1.383729657,1.604113981,-68.49356261,8.860395804,19.08375862,33.03471325,-4.565401267,-11.48711907,14.24108302,7.645469624,1.956764874,2.200029178,-7.769913518,-5.483769101,0.116918153,-4.05231944,0.487138525,0.497931913,12.47547491
4759,"Chiroptera","Rhinolophidae","Rhinolophus robinsoni",8.54,0.278,62.198,44,5410.747,NA,602.658,0.111381663197337,NA,725.919,104.864,NA,1.07,1.005,364.304,NA,58.857,NA,2236.742,0.13416243635121,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",1,0,"Indomalayan",2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Rhinolophus robinsoni","Rhinolophus robinsoni",0,0,NA,NA,43.99999995,NA,NA,NA,0,0,0,1,2.438399711,2.438399711,2.438399711,-68.06319009,8.843274512,19.04062683,33.06837912,-4.637600837,-13.20554522,17.1098679,11.5385313,6.465537605,-0.816348536,-4.251394003,-4.049378735,0.607709594,-3.106806018,0.56708019,0.25962754,12.29207759
4760,"Chiroptera","Rhinolophidae","Rhinolophus rouxii",12.25,0.324,68.139,48.99,1825,451.11,451.11,0.247183561643836,NA,735.06,123.54,NA,0.99,1,349.195,2.86,59.42,11,1051.143,0.402772602739726,0.231134693877551,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,"Occurs on mainland",NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Rhinolophus rouxii","Rhinolophus rouxii",1,0,35.13406911,6.836666667,48.98999995,1001.500001,0,NA,0,0,0,1,0.763903319,1.856469344,2.646923361,-70.1474074,9.212340852,19.80201326,33.84568362,-4.50923046,-8.561006789,9.528625792,1.820650837,-4.423437571,6.36675088,-12.49100146,-7.417098855,-0.161523493,-5.397637211,0.216415859,0.651728886,8.133358057
4761,"Chiroptera","Rhinolophidae","Rhinolophus rufus",30,0.819,80.272,NA,5256.994,NA,622.189,0.118354519712216,NA,753.569,114.003,NA,1.013,1.01,363.681,NA,79.693,NA,2324.298,0.143345988220645,NA,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,350,0,350,NA,"Occurs only on isolated islands",NA,NA,"Indomalayan",2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Rhinolophus rufus","Rhinolophus rufus",1,0,NA,NA,70.25000007,NA,NA,NA,1,0,0,0,1.290449414,1.776226853,2.153194156,-70.70160291,9.303594271,19.68100248,33.31404733,-4.300737507,-6.531726292,6.410740703,-1.530732927,-7.573745162,7.921826445,-12.94911482,-6.841325979,-0.511237759,-3.062934206,-0.074467542,0.233551708,-1.115341536
4762,"Chiroptera","Rhinolophidae","Rhinolophus ruwenzorii",30.69,0.591,74.675,56,6176.585,NA,642.904,0.104087290954468,NA,765.905,99.696,NA,0.98,1.034,364.204,NA,69.377,NA,2471.516,0.124001369688914,NA,NA,NA,0,2,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"A",1,0,0,0,1,2666,1666,1000,0,"Occurs on mainland",0,0,"Afrotropical",2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"Rhinolophus ruwenzorii","Rhinolophus ruwenzorii",1,0,NA,NA,58.00000006,NA,NA,2,1,0,0,0,NA,NA,NA,-70.84923779,9.318601466,19.56530077,32.98908266,-4.197624115,-5.7386415,5.238988181,-2.553302189,-8.21409085,7.920938558,-12.17746716,-6.139113555,-0.411083451,-1.764621961,-0.153058255,0.00938973,-4.039815344
